Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Studieform,Studietakt %,Utbildningsanordnare,Huvudmannatyp,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Ansökningsomgång,Diarienummer,Beslut
"Ekonomi, administration och försäljning",Supply Chain Specialist,Flera kommuner,Flera kommuner,3,True,300,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,4,0,140,0,35,2023,MYH 2023/4025,False
"Ekonomi, administration och försäljning",Transportledare - Green Logistic,Flera kommuner,Flera kommuner,2,True,415,Distans,100,Movant AB,Privat,5,0,175,0,35,2023,MYH 2023/4316,False
"Ekonomi, administration och försäljning",Transportledare med inriktning klimat och digitalisering,Flera kommuner,Flera kommuner,2,True,400,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,4,0,140,0,35,2023,MYH 2023/4165,False
"Ekonomi, administration och försäljning",Transportledare med inriktning klimat och digitalisering,Flera kommuner,Flera kommuner,2,True,400,Bunden,100,TUC Sweden AB - Yrkeshögskola,Privat,4,0,140,0,35,2023,MYH 2023/4166,False
"Ekonomi, administration och försäljning",Transportlogistiker - Supply Chain Management,Stockholm,Haninge,1,False,300,Distans,100,YH Akademin AB,Privat,3,0,90,0,30,2023,MYH 2023/3877,False
Friskvård och kroppsvård,Behörig frisör,Västra Götaland,Trollhättan,1,False,200,Bunden,100,Elevutbildarna i Sverige AB,Privat,5,0,80,0,16,2023,MYH 2023/3369,False
Friskvård och kroppsvård,Behörig frisör,Stockholm,Solna,1,False,200,Bunden,100,Svensk Helhetsdesign AB ,Privat,5,0,75,0,15,2023,MYH 2023/3372,False
Friskvård och kroppsvård,Behörig frisör ,Västra Götaland,Göteborg,1,False,200,Bunden,100,Sveriges Frisörer AB,Privat,5,0,75,0,15,2023,MYH 2023/3367,False
Friskvård och kroppsvård,Licensierad Frisör och Färgspecialist,Östergötland,Norrköping,1,False,200,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,2,0,32,0,16,2023,MYH 2023/3784,False
Friskvård och kroppsvård,Vidareutbildning Frisör,Stockholm,Stockholm,1,False,200,Bunden,100,Style Education Stockholm AB,Privat,5,0,100,0,20,2023,MYH 2023/4442,False
Friskvård och kroppsvård,Hud- och massageterapeut ,Stockholm,Stockholm,1,False,300,Bunden,100,Yrkeshögskolan för Hudvård & Spa AB,Privat,5,3,100,60,20,2023,MYH 2023/3689,True
Friskvård och kroppsvård,Hud- och Spaterapeut,Stockholm,Stockholm,1,False,300,Bunden,100,Axelsons Gymnastiska Institut,Privat,4,3,80,60,20,2023,MYH 2023/4340,True
Friskvård och kroppsvård,Hud- och Spaterapeut,Stockholm,Nacka,1,False,300,Bunden,100,Hudvårdshögskolan IBS,Privat,5,0,80,0,16,2023,MYH 2023/3339,False
Friskvård och kroppsvård,Hud- och Spaterapeut,Stockholm,Stockholm,1,False,300,Bunden,100,Elisabethskolan i Sverige AB,Privat,4,0,72,0,18,2023,MYH 2023/4424,False
Friskvård och kroppsvård,Hud- och spaterapeut ,Västra Götaland,Göteborg,1,False,300,Bunden,100,Yrkeshögskolan för Hudvård & Spa AB,Privat,5,0,100,0,20,2023,MYH 2023/3683,False
Friskvård och kroppsvård,Hud- och spaterapeut ,Stockholm,Solna,1,False,300,Bunden,100,Yrkeshögskolan för Hudvård & Spa AB,Privat,5,0,100,0,20,2023,MYH 2023/3686,False
Friskvård och kroppsvård,Massage- och Friskvårdsterapeut,Östergötland,Linköping,1,False,400,Bunden,100,Bergqvists Massage & Friskvårdsutbildningar AB,Privat,3,0,84,0,28,2023,MYH 2023/3366,False
"Hotell, restaurang och turism",Hotel & Resort Manager,Flera kommuner,Flera kommuner,2,True,300,Distans,100,YH Akademin AB,Privat,3,0,60,0,20,2023,MYH 2023/3291,False
"Hotell, restaurang och turism",Hotel Management,Stockholm,Stockholm,1,False,400,Bunden,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,5,3,175,105,35,2023,MYH 2023/4255,True
"Hotell, restaurang och turism",Hotel management,Skåne,Malmö,1,False,400,Distans,100,Grit Academy,Privat,3,0,90,0,30,2023,MYH 2023/3383,False
"Hotell, restaurang och turism",Management inom hotell- och besöksnäringen,Östergötland,Söderköping,1,False,300,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,3,0,75,0,25,2023,MYH 2023/3714,False
"Hotell, restaurang och turism",Operativ ledare – inriktning Revenue Management,Skåne,Båstad,1,False,150,Distans,75,Båstads kommun Akademi Båstad,Kommun,5,3,150,90,30,2023,MYH 2023/3312,True
"Hotell, restaurang och turism",Guest Relations Coordinator,Stockholm,Stockholm,1,False,300,Distans,100,TEC Travel Education Centre AB,Privat,3,0,105,0,35,2023,MYH 2023/4358,False
"Hotell, restaurang och turism",International Bar Management,Stockholm,Stockholm,1,False,200,Distans,100,Lernia Utbildning AB,Privat,5,0,175,0,35,2023,MYH 2023/3772,False
"Hotell, restaurang och turism",Kock med hållbar inriktning,Östergötland,Söderköping,1,False,300,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,3,0,60,0,20,2023,MYH 2023/3706,False
"Hotell, restaurang och turism",Hållbar Administrativ Köksmästare,Stockholm,Stockholm,1,False,150,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,3,175,105,35,2023,MYH 2023/3428,True
"Hotell, restaurang och turism",Hållbar Administrativ Köksmästare ,Västra Götaland,Göteborg,1,False,150,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,0,175,0,35,2023,MYH 2023/3431,False
"Hotell, restaurang och turism",Köksmästare,Västra Götaland,Göteborg,1,False,150,Bunden,75,"Göteborgs Stad, Yrgo",Kommun,3,3,84,84,28,2023,MYH 2023/3807,True
"Hotell, restaurang och turism",Nordisk Mat Ambassadör,Blekinge,Olofström,1,False,220,Distans,75,Lunds stifts folkhögskolestiftelse – Jämshögs folkhögskola,Privat,5,0,100,0,20,2023,MYH 2023/4219,False
"Hotell, restaurang och turism",Internationell Sommelier - Matsalsschef,Stockholm,Stockholm,1,False,200,Bunden,100,Restaurangakademien AB,Privat,2,2,68,68,34,2023,MYH 2023/4199,True
"Hotell, restaurang och turism",Arbetsledare inom måltidsservice,Stockholm,Stockholm,1,False,200,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,5,3,175,105,35,2023,MYH 2023/3835,True
"Hotell, restaurang och turism",Event & Project Manager,Jämtland,Åre,1,False,400,Bunden,100,Campus Åre/Åre kommun,Kommun,3,0,75,0,25,2023,MYH 2023/3887,False
"Hotell, restaurang och turism",Event Manager,Skåne,Malmö,1,False,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,0,175,0,35,2023,MYH 2023/3690,False
"Hotell, restaurang och turism",Event Manager,Stockholm,Stockholm,1,False,400,Distans,100,Företagsekonomiska Institutet 1888 AB,Privat,5,0,175,0,35,2023,MYH 2023/3858,False
"Hotell, restaurang och turism",Event Manager,Västra Götaland,Göteborg,1,False,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,0,175,0,35,2023,MYH 2023/3865,False
"Hotell, restaurang och turism",Event Manager – Risk Management ,Flera kommuner,Flera kommuner,2,True,225,Distans,100,YH Akademin AB,Privat,3,0,90,0,30,2023,MYH 2023/3763,False
"Hotell, restaurang och turism",Sustainable Events Manager,Stockholm,Solna,1,False,400,Bunden,100,Sälj & Marknadshögskolan i Sverige AB - Stockholm,Privat,3,0,105,0,35,2023,MYH 2023/2979,False
"Hotell, restaurang och turism","Congress, Conference & Meeting Professional - PCO",Flera kommuner,Flera kommuner,4,True,410,Distans,100,Idéutvecklarna AB,Privat,5,3,175,105,35,2023,MYH 2023/3729,True
"Hotell, restaurang och turism",Reserådgivare,Västra Götaland,Göteborg,1,False,215,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,5,3,150,90,30,2023,MYH 2023/4156,True
"Hotell, restaurang och turism",Reserådgivare ,Stockholm,Stockholm,1,False,215,Bunden,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,5,3,175,105,35,2023,MYH 2023/4200,True
"Hotell, restaurang och turism",TRAC turism- och resekonsult med internationell IATA,Stockholm,Stockholm,1,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,3,3,90,90,30,2023,MYH 2023/4336,True
"Hotell, restaurang och turism",TRAC turism- och resekonsult med internationell IATA,Skåne,Malmö,1,False,400,Distans,100,TEC Travel Education Centre AB,Privat,3,0,105,0,35,2023,MYH 2023/4334,False
"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Flera kommuner,Flera kommuner,2,True,400,Distans,100,YH Akademin AB,Privat,3,0,60,0,20,2023,MYH 2023/3105,False
"Hotell, restaurang och turism",Affärsutvecklare inom besöksnäringen - SKELLEFTEÅ - DISTANS,Västerbotten,Skellefteå,1,False,420,Distans,100,Idéutvecklarna AB,Privat,5,0,175,0,35,2023,MYH 2023/3724,False
"Hotell, restaurang och turism",Affärsutvecklare inom event- och besöksnäringen,Östergötland,Linköping,1,False,400,Bunden,100,Grit Academy,Privat,3,0,75,0,25,2023,MYH 2023/3497,False
"Hotell, restaurang och turism",Affärsutvecklare/Marknadsförare Besöksnäring,Stockholm,Upplands-Bro,1,False,300,Distans,100,"Upplands-Bro kommun, Vuxenutbildningen",Kommun,3,0,105,0,35,2023,MYH 2023/4422,False
"Hotell, restaurang och turism",Affärsutveckling besöksnäringen,Halland,Halmstad,1,False,400,Distans,100,Grit Academy,Privat,3,0,90,0,30,2023,MYH 2023/3384,False
"Hotell, restaurang och turism",Destination Management  - upplevelseproducent ,Stockholm,Stockholm,1,False,400,Distans,100,TEC Travel Education Centre AB,Privat,3,0,105,0,35,2023,MYH 2023/4398,False
"Hotell, restaurang och turism",Destination Management - upplevelseproducent ,Stockholm,Stockholm,1,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,3,0,90,0,30,2023,MYH 2023/4396,False
"Hotell, restaurang och turism",Konceptutvecklare Event och Besöksnäring,Västra Götaland,Göteborg,1,False,400,Bunden,100,IHM Business School AB Göteborg,Privat,3,3,105,105,35,2023,MYH 2023/3326,True
"Hotell, restaurang och turism",Konceptutvecklare Event och besöksnäring,Stockholm,Stockholm,1,False,400,Bunden,100,IHM Business School AB Stockholm,Privat,3,0,105,0,35,2023,MYH 2023/3279,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom nära vård,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,3,0,60,0,20,2023,MYH 2023/3411,False
Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Stockholm,Stockholm,1,False,200,Bunden,100,MedLearn AB,Privat,3,3,96,96,32,2023,MYH 2023/3496,True
Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Norrbotten,Luleå,1,False,200,Distans,100,Lernia Utbildning AB,Privat,5,3,100,60,20,2023,MYH 2023/3786,True
Hälso- och sjukvård samt socialt arbete,Barnspecialiserad undersköterska,Värmland,Karlstad,1,False,200,Distans,100,"Karlstads kommun, Yrkeshögskolan",Kommun,4,3,100,75,25,2023,MYH 2023/3928,True
Hälso- och sjukvård samt socialt arbete,HSL-kompetens för undersköterskor,Skåne,Trelleborg,1,False,100,Distans,50,Trelleborgs kommun,Kommun,3,0,75,0,25,2023,MYH 2023/4224,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska akutsjukvård,Flera kommuner,Flera kommuner,3,True,200,Distans,50,"Göteborgs Stad, Yrgo",Kommun,5,3,150,90,30,2023,MYH 2023/4264,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska akutsjukvård,Flera kommuner,Flera kommuner,2,True,210,Distans,50,ABF-S Avdelning i Stockholm,Privat,3,0,105,0,35,2023,MYH 2023/3740,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska anestesi- och operationssjukvård,Östergötland,Linköping,1,False,200,Distans,50,Region Östergötland,Region,5,3,120,72,24,2023,MYH 2023/4393,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska barn och ungdomssjukvård,Kronoberg,Växjö,1,False,200,Distans,100,"Region Kronoberg, YH Region Kronoberg",Region,3,3,60,60,20,2023,MYH 2023/3957,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska barn- och ungdomssjukvård,Flera kommuner,Flera kommuner,2,True,200,Distans,50,MedLearn AB,Privat,3,3,75,75,25,2023,MYH 2023/4128,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom akut- och specialistsjukvård,Västra Götaland,Skövde,1,False,200,Distans,50,"Skövde kommun, Skövde Yrkeshögskola",Kommun,5,0,175,0,35,2023,MYH 2023/4057,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom akutsjukvård,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,3,175,105,35,2023,MYH 2023/3417,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom Ambulanssjukvård,Västra Götaland,Skövde,1,False,200,Bunden,100,"Skövde kommun, Skövde Yrkeshögskola",Kommun,5,3,125,75,25,2023,MYH 2023/4106,True
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska inom anestesi, operation och intensivvård",Flera kommuner,Flera kommuner,2,True,200,Distans,100,Lernia Utbildning AB,Privat,3,3,60,60,20,2023,MYH 2023/3448,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom barnsjukvård,Västernorrland,Sundsvall,1,False,205,Distans,100,"Sundsvalls kommun, Vuxenutbildningen",Kommun,5,3,125,75,25,2023,MYH 2023/3553,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom hälso- och sjukvård,Skåne,Båstad,1,False,200,Distans,100,Båstads kommun Akademi Båstad,Kommun,5,3,135,81,27,2023,MYH 2023/3296,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom laboratoriemedicin,Stockholm,Stockholm,1,False,200,Distans,100,Lernia Utbildning AB,Privat,5,3,175,105,35,2023,MYH 2023/3449,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom Obstetrik,Uppsala,Uppsala,1,False,200,Distans,50,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,4,0,140,0,35,2023,MYH 2023/4201,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom ortopedi,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,0,125,0,25,2023,MYH 2023/4091,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom rehabilitering och hälsa,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,0,160,0,32,2023,MYH 2023/3454,False
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska operation, anestesi och intensivvård",Dalarna,Falun,1,False,200,Distans,50,YH Akademin AB,Privat,2,0,40,0,20,2023,MYH 2023/4288,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska röntgen,Östergötland,Linköping,1,False,200,Distans,50,MedLearn AB,Privat,4,2,108,54,27,2023,MYH 2023/3309,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Barn och ungdom ,Stockholm,Stockholm,1,False,200,Bunden,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,5,0,175,0,35,2023,MYH 2023/4273,False
Hälso- och sjukvård samt socialt arbete,"Specialiserad undersköterska, inriktning psykiatri",Västerbotten,Umeå,1,False,200,Bunden,50,Umeå kommun - Umevux,Kommun,4,3,80,60,20,2023,MYH 2023/4374,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,Kronoberg,Växjö,1,False,210,Distans,100,"Region Kronoberg, YH Region Kronoberg",Region,3,3,60,60,20,2023,MYH 2023/3888,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska i kvalificerad sjukvård inriktning psykiatri ,Halland,Falkenberg,1,False,230,Bunden,50,Falkenbergs kommun,Kommun,3,0,90,0,30,2023,MYH 2023/4181,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatri,Västerbotten,Skellefteå,1,False,200,Distans,100,Lernia Utbildning AB,Privat,4,3,140,105,35,2023,MYH 2023/3450,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatri,Västra Götaland,Skövde,1,False,200,Distans,50,"Skövde kommun, Skövde Yrkeshögskola",Kommun,5,0,175,0,35,2023,MYH 2023/4089,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatri,Blekinge,Olofström,1,False,210,Distans,75,Lunds stifts folkhögskolestiftelse – Jämshögs folkhögskola,Privat,5,0,100,0,20,2023,MYH 2023/4330,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatrisk verksamhet,Dalarna,Säter,1,False,205,Distans,100,Säters kommun,Kommun,5,3,150,90,30,2023,MYH 2023/4284,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Västra Götaland,Göteborg,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,150,90,30,2023,MYH 2023/3349,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Östergötland,Linköping,1,False,210,Distans,50,JENSEN Education School AB,Privat,3,0,105,0,35,2023,MYH 2023/3623,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri ,Flera kommuner,Flera kommuner,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,175,105,35,2023,MYH 2023/3267,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri ,Stockholm,Stockholm,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,175,0,35,2023,MYH 2023/3289,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri ,Flera kommuner,Flera kommuner,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,175,0,35,2023,MYH 2023/3307,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri ,Skåne,Helsingborg,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,150,0,30,2023,MYH 2023/3407,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Flera kommuner,Flera kommuner,2,True,210,Distans,50,Hermods AB Östersund,Privat,4,3,140,105,35,2023,MYH 2023/3076,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Flera kommuner,Flera kommuner,2,True,210,Distans,50,Hermods AB Karlskrona,Privat,4,0,140,0,35,2023,MYH 2023/3108,False
Hälso- och sjukvård samt socialt arbete,Handledare inom socialpsykiatri/psykiatri ,Norrbotten,Boden,1,False,400,Distans,100,Iris Hadar AB,Privat,4,0,140,0,35,2023,MYH 2023/3458,False
Hälso- och sjukvård samt socialt arbete,Psykiatrispecialiserad undersköterska/skötare/stödpedagog,Flera kommuner,Flera kommuner,2,True,200,Distans,50,"Göteborgs Stad, Yrgo",Kommun,5,0,150,0,30,2023,MYH 2023/3914,False
Hälso- och sjukvård samt socialt arbete,Vård- och stödsamordnare,Flera kommuner,Flera kommuner,3,True,210,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2023,MYH 2023/3488,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom demensvård,Halland,Kungsbacka,1,False,200,Distans,50,Visible Care,Privat,3,0,90,0,30,2023,MYH 2023/3281,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,2,True,200,Distans,50,Hermods AB Karlskrona,Privat,4,3,140,105,35,2023,MYH 2023/3049,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Västerbotten,Skellefteå,1,False,200,Distans,50,Skellefteå kommun Vuxenutbildningen,Kommun,5,3,125,75,25,2023,MYH 2023/3315,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,2,True,200,Bunden,50,Köpings kommun,Kommun,3,3,75,75,25,2023,MYH 2023/3462,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,3,True,200,Distans,50,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",Kommun,3,3,90,90,30,2023,MYH 2023/3946,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,3,True,200,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,3,3,105,105,35,2023,MYH 2023/4402,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,2,True,200,Distans,50,Hermods AB Östersund,Privat,4,0,140,0,35,2023,MYH 2023/3051,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,150,0,30,2023,MYH 2023/3264,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Halland,Kungsbacka,1,False,200,Distans,50,Visible Care,Privat,3,0,90,0,30,2023,MYH 2023/3282,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,0,175,0,35,2023,MYH 2023/3380,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Flera kommuner,Flera kommuner,3,True,200,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2023,MYH 2023/3484,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Stockholm,Stockholm,1,False,200,Distans,50,Consensum YH S,Privat,5,0,150,0,30,2023,MYH 2023/3646,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Skåne,Eslöv,1,False,200,Distans,50,"Eslövs kommun, Yrkeshögskolan i Eslöv",Kommun,2,0,50,0,25,2023,MYH 2023/3781,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,Östergötland,Motala,1,False,200,Distans,50,Östsvenska Yrkeshögskolan AB,Privat,3,0,75,0,25,2023,MYH 2023/3832,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre ,Östergötland,Linköping,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,150,90,30,2023,MYH 2023/3245,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre ,Jämtland,Östersund,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,125,0,25,2023,MYH 2023/3280,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre  ,Västra Götaland,Göteborg,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,150,0,30,2023,MYH 2023/4080,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre.,Värmland,Forshaga,1,False,200,Distans,50,"Forshaga kommun, Forshaga Yrkeshögskola",Kommun,3,3,75,75,25,2023,MYH 2023/3657,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - rehabilitering och habilitering,Flera kommuner,Flera kommuner,7,True,200,Bunden,50,"Kristianstad kommun, Vuxenutbildningen",Kommun,4,0,128,0,32,2023,MYH 2023/3818,False
Hälso- och sjukvård samt socialt arbete, Stödpedagog inom funktionshinderområdet,Flera kommuner,Flera kommuner,3,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,150,0,30,2023,MYH 2023/3243,False
Hälso- och sjukvård samt socialt arbete,Aktiveringspedagog inriktning djur- och naturunderstödda insatser,Flera kommuner,Flera kommuner,4,True,400,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,3,0,105,0,35,2023,MYH 2023/4314,False
Hälso- och sjukvård samt socialt arbete,Boendestödspedagog,Flera kommuner,Flera kommuner,2,True,200,Bunden,50,"Uddevalla kommun, Uddevalla Yrkeshögskola",Kommun,3,0,78,0,26,2023,MYH 2023/3959,False
Hälso- och sjukvård samt socialt arbete,"LSS-Pedagog(Skulle kunna benämnas stödpedagog, men den utb. har nationell standard enl. MYH,).",Uppsala,Uppsala,1,False,300,Bunden,100,Region Uppsala folkhögskola,Region,5,0,125,0,25,2023,MYH 2023/3453,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västmanland,Arboga,1,False,200,Distans,50,"Arboga kommun, Vuxenutbildningen",Kommun,5,0,125,0,25,2023,MYH 2023/3660,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västra Götaland,Skövde,1,False,200,Distans,50,"Skövde kommun, Skövde Yrkeshögskola",Kommun,5,0,175,0,35,2023,MYH 2023/4183,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Uddevalla,1,False,200,Bunden,100,"Uddevalla kommun, Uddevalla Yrkeshögskola",Kommun,5,3,130,78,26,2023,MYH 2023/3104,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Flera kommuner,Flera kommuner,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,175,105,35,2023,MYH 2023/3241,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Östergötland,Söderköping,1,False,200,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,5,3,125,75,25,2023,MYH 2023/3489,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västerbotten,Skellefteå,1,False,200,Distans,50,Skellefteå kommun Vuxenutbildningen,Kommun,4,3,100,75,25,2023,MYH 2023/3648,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Borås,1,False,200,Bunden,50,Borås Stad - Yrkeshögskolan i Borås,Kommun,4,3,112,84,28,2023,MYH 2023/3827,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Landskrona,1,False,200,Distans,50,"Landskrona Stad, Yrkeshögskolan Landskrona",Kommun,5,3,150,90,30,2023,MYH 2023/4030,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Flera kommuner,Flera kommuner,2,True,200,Distans,50,Hermods AB Karlskrona,Privat,4,0,140,0,35,2023,MYH 2023/3133,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Jämtland,Östersund,1,False,200,Distans,50,Hermods AB Östersund,Privat,4,0,140,0,35,2023,MYH 2023/3134,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Östergötland,Linköping,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,175,0,35,2023,MYH 2023/3236,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Malmö,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,175,0,35,2023,MYH 2023/3238,False
