Diarienummer,Beslut,Kommun,Län
MYH 2024/970,True,Katrineholm,Södermanland
MYH 2024/971,True,Stockholm,Stockholm
MYH 2024/972,True,Stockholm,Stockholm
MYH 2024/973,True,Stockholm,Stockholm
MYH 2024/974,True,Stockholm,Stockholm
MYH 2024/975,True,Gävle,Gävleborg
MYH 2024/976,True,Gävle,Gävleborg
MYH 2024/977,False,Gävle,Gävleborg
MYH 2024/978,True,Vänersborg,Västra Götaland
MYH 2024/979,True,Stockholm,Stockholm
MYH 2024/980,True,Västerås,Västmanland
MYH 2024/981,True,Västerås,Västmanland
MYH 2024/982,True,Stockholm,Stockholm
MYH 2024/983,False,Stockholm,Stockholm
MYH 2024/984,True,Stockholm,Stockholm
MYH 2024/985,False,Stockholm,Stockholm
MYH 2024/986,True,Stockholm,Stockholm
MYH 2024/987,False,Sollefteå,Västernorrland
MYH 2024/988,True,Stockholm,Stockholm
MYH 2024/989,False,Göteborg,Västra Götaland
MYH 2024/990,True,Stockholm,Stockholm
MYH 2024/993,True,Nyköping,Södermanland
MYH 2024/994,True,Stockholm,Stockholm
MYH 2024/995,True,Stockholm,Stockholm
MYH 2024/996,False,Nyköping,Södermanland
MYH 2024/997,False,Nyköping,Södermanland
MYH 2024/998,True,Nyköping,Södermanland
MYH 2024/999,False,Malmö,Skåne
MYH 2024/999,False,Boden,Norrbotten
MYH 2024/999,False,Stockholm,Stockholm
