Diarienummer,Kommun,Län,Beslut
MYH 2023/4208,Borås,Västra Götaland,False
MYH 2023/4209,Varberg,Halland,True
MYH 2023/4209,Borås,Västra Götaland,True
MYH 2023/4210,Stockholm,Stockholm,False
MYH 2023/4211,Göteborg,Västra Götaland,False
MYH 2023/4211,Gävle,Gävleborg,False
MYH 2023/4211,Stockholm,Stockholm,False
MYH 2023/4212,Malmö,Skåne,False
MYH 2023/4213,Stockholm,Stockholm,False
MYH 2023/4214,Stockholm,Stockholm,False
MYH 2023/4215,Stockholm,Stockholm,False
MYH 2023/4216,Linköping,Östergötland,False
MYH 2023/4217,Linköping,Östergötland,False
MYH 2023/4218,Stockholm,Stockholm,False
MYH 2023/4219,Olofström,Blekinge,False
MYH 2023/4220,Stockholm,Stockholm,False
MYH 2023/4221,Stockholm,Stockholm,True
MYH 2023/4222,Jönköping,Jönköping,False
MYH 2023/4223,Enköping,Uppsala,True
MYH 2023/4224,Trelleborg,Skåne,False
MYH 2023/4225,Gävle,Gävleborg,True
MYH 2023/4226,Malmö,Skåne,True
MYH 2023/4227,Stockholm,Stockholm,False
MYH 2023/4228,Stockholm,Stockholm,True
MYH 2023/4229,Stockholm,Stockholm,True
MYH 2023/4229,Umeå,Västerbotten,True
MYH 2023/4229,Göteborg,Västra Götaland,True
MYH 2023/4229,Helsingborg,Skåne,True
MYH 2023/4230,Solna,Stockholm,False
MYH 2023/4231,Stockholm,Stockholm,False
MYH 2023/4232,Lund,Skåne,True
MYH 2023/4233,Göteborg,Västra Götaland,True
MYH 2023/4234,Nyköping,Södermanland,True
MYH 2023/4235,Södertälje,Stockholm,False
MYH 2023/4236,Stockholm,Stockholm,False
MYH 2023/4237,Södertälje,Stockholm,False
MYH 2023/4238,Malmö,Skåne,False
MYH 2023/4239,Stockholm,Stockholm,False
MYH 2023/4240,Nässjö,Jönköping,False
MYH 2023/4241,Uppsala,Uppsala,True
MYH 2023/4242,Stockholm,Stockholm,False
MYH 2023/4243,Umeå,Västerbotten,False
MYH 2023/4244,Stockholm,Stockholm,False
MYH 2023/4245,Hässleholm,Skåne,False
MYH 2023/4246,Stockholm,Stockholm,False
MYH 2023/4247,Örebro,Örebro,False
MYH 2023/4248,Staffanstorp,Skåne,True
MYH 2023/4249,Gävle,Gävleborg,False
MYH 2023/4250,Göteborg,Västra Götaland,False
MYH 2023/4251,Göteborg,Västra Götaland,True
MYH 2023/4252,Gävle,Gävleborg,False
MYH 2023/4253,Stockholm,Stockholm,False
MYH 2023/4254,Stockholm,Stockholm,False
MYH 2023/4255,Stockholm,Stockholm,True
MYH 2023/4256,Göteborg,Västra Götaland,True
MYH 2023/4256,Stockholm,Stockholm,True
MYH 2023/4257,Göteborg,Västra Götaland,False
MYH 2023/4258,Stockholm,Stockholm,True
MYH 2023/4259,Stockholm,Stockholm,False
MYH 2023/4260,Stockholm,Stockholm,True
MYH 2023/4261,Stockholm,Stockholm,True
MYH 2023/4262,Södertälje,Stockholm,False
MYH 2023/4263,Södertälje,Stockholm,False
MYH 2023/4264,Arvika,Värmland,True
MYH 2023/4264,Piteå,Norrbotten,True
MYH 2023/4264,Göteborg,Västra Götaland,True
MYH 2023/4265,Göteborg,Västra Götaland,False
MYH 2023/4266,Umeå,Västerbotten,False
MYH 2023/4266,Sundsvall,Västernorrland,False
MYH 2023/4266,Skellefteå,Västerbotten,False
MYH 2023/4266,Luleå,Norrbotten,False
MYH 2023/4267,Stockholm,Stockholm,False
MYH 2023/4268,Stockholm,Stockholm,False
MYH 2023/4269,Linköping,Östergötland,True
MYH 2023/4270,Ljungby,Kronoberg,False
MYH 2023/4271,Ljungby,Kronoberg,False
MYH 2023/4272,Stockholm,Stockholm,False
MYH 2023/4273,Stockholm,Stockholm,False
MYH 2023/4274,Stockholm,Stockholm,False
MYH 2023/4275,Stockholm,Stockholm,False
MYH 2023/4276,Sundsvall,Västernorrland,True
MYH 2023/4276,Skellefteå,Västerbotten,True
MYH 2023/4276,Malmö,Skåne,True
MYH 2023/4276,Umeå,Västerbotten,True
MYH 2023/4277,Stockholm,Stockholm,False
MYH 2023/4278,Uppsala,Uppsala,False
MYH 2023/4279,Uppsala,Uppsala,False
MYH 2023/4280,Staffanstorp,Skåne,True
MYH 2023/4281,Uppsala,Uppsala,False
MYH 2023/4282,Ulricehamn,Västra Götaland,False
MYH 2023/4282,Mölndal,Västra Götaland,False
MYH 2023/4282,Åmål,Västra Götaland,False
MYH 2023/4283,Linköping,Östergötland,False
MYH 2023/4283,Göteborg,Västra Götaland,False
MYH 2023/4283,Sundsvall,Västernorrland,False
MYH 2023/4283,Skellefteå,Västerbotten,False
MYH 2023/4283,Stockholm,Stockholm,False
MYH 2023/4284,Säter,Dalarna,True
MYH 2023/4286,Göteborg,Västra Götaland,True
MYH 2023/4287,Sundsvall,Västernorrland,False
MYH 2023/4287,Skellefteå,Västerbotten,False
MYH 2023/4287,Malmö,Skåne,False
MYH 2023/4287,Luleå,Norrbotten,False
MYH 2023/4287,Göteborg,Västra Götaland,False
MYH 2023/4288,Falun,Dalarna,False
MYH 2023/4289,Stockholm,Stockholm,False
MYH 2023/4289,Göteborg,Västra Götaland,False
MYH 2023/4290,Stockholm,Stockholm,True
MYH 2023/4291,Örebro,Örebro,False
MYH 2023/4292,Stockholm,Stockholm,False
MYH 2023/4293,Göteborg,Västra Götaland,False
MYH 2023/4294,Malmö,Skåne,False
MYH 2023/4295,Umeå,Västerbotten,True
MYH 2023/4295,Göteborg,Västra Götaland,True
MYH 2023/4295,Stockholm,Stockholm,True
MYH 2023/4295,Helsingborg,Skåne,True
MYH 2023/4296,Malmö,Skåne,False
MYH 2023/4297,Stockholm,Stockholm,True
MYH 2023/4298,Göteborg,Västra Götaland,False
MYH 2023/4298,Stockholm,Stockholm,False
MYH 2023/4298,Malmö,Skåne,False
MYH 2023/4299,Borås,Västra Götaland,True
MYH 2023/4300,Borås,Västra Götaland,True
MYH 2023/4301,Borås,Västra Götaland,True
MYH 2023/4302,Malmö,Skåne,False
MYH 2023/4303,Gotland,Gotland,False
MYH 2023/4303,Gävle,Gävleborg,False
MYH 2023/4303,Borås,Västra Götaland,False
MYH 2023/4304,Göteborg,Västra Götaland,False
MYH 2023/4305,Stockholm,Stockholm,False
MYH 2023/4306,Malmö,Skåne,True
MYH 2023/4306,Tyresö,Stockholm,True
MYH 2023/4306,Borås,Västra Götaland,True
MYH 2023/4307,Karlstad,Värmland,False
MYH 2023/4307,Boden,Norrbotten,False
MYH 2023/4307,Lund,Skåne,False
MYH 2023/4307,Stockholm,Stockholm,False
MYH 2023/4308,Stockholm,Stockholm,False
MYH 2023/4309,Krokom,Jämtland,True
MYH 2023/4310,Borås,Västra Götaland,False
MYH 2023/4310,Göteborg,Västra Götaland,False
MYH 2023/4311,Stockholm,Stockholm,True
MYH 2023/4312,Malmö,Skåne,False
MYH 2023/4313,Nyköping,Södermanland,False
MYH 2023/4314,Borgholm,Kalmar,False
MYH 2023/4314,Landskrona,Skåne,False
MYH 2023/4314,Borås,Västra Götaland,False
MYH 2023/4314,Skövde,Västra Götaland,False
MYH 2023/4315,Eslöv,Skåne,True
MYH 2023/4316,Borås,Västra Götaland,False
MYH 2023/4316,Göteborg,Västra Götaland,False
MYH 2023/4317,Gävle,Gävleborg,False
MYH 2023/4317,Luleå,Norrbotten,False
MYH 2023/4317,Stockholm,Stockholm,False
MYH 2023/4317,Göteborg,Västra Götaland,False
MYH 2023/4318,Göteborg,Västra Götaland,False
MYH 2023/4319,Stockholm,Stockholm,False
MYH 2023/4320,Stockholm,Stockholm,False
MYH 2023/4321,Klippan,Skåne,False
MYH 2023/4322,Göteborg,Västra Götaland,False
MYH 2023/4323,Klippan,Skåne,True
MYH 2023/4324,Göteborg,Västra Götaland,False
MYH 2023/4325,Stockholm,Stockholm,False
MYH 2023/4326,Göteborg,Västra Götaland,False
MYH 2023/4327,Göteborg,Västra Götaland,False
MYH 2023/4328,Stockholm,Stockholm,False
MYH 2023/4329,Göteborg,Västra Götaland,False
MYH 2023/4330,Olofström,Blekinge,False
MYH 2023/4331,Örnsköldsvik,Västernorrland,True
MYH 2023/4332,Upplands-Bro,Stockholm,True
MYH 2023/4333,Södertälje,Stockholm,True
MYH 2023/4334,Malmö,Skåne,False
MYH 2023/4335,Göteborg,Västra Götaland,False
MYH 2023/4336,Stockholm,Stockholm,True
MYH 2023/4337,Stockholm,Stockholm,True
MYH 2023/4338,Malmö,Skåne,False
MYH 2023/4339,Malmö,Skåne,True
MYH 2023/4340,Stockholm,Stockholm,True
MYH 2023/4341,Trollhättan,Västra Götaland,False
MYH 2023/4342,Stockholm,Stockholm,True
MYH 2023/4343,Nyköping,Södermanland,True
MYH 2023/4344,Vara,Västra Götaland,False
MYH 2023/4344,Skara,Västra Götaland,False
MYH 2023/4345,Göteborg,Västra Götaland,False
MYH 2023/4346,Stockholm,Stockholm,False
MYH 2023/4347,Hudiksvall,Gävleborg,True
MYH 2023/4347,Örnsköldsvik,Västernorrland,True
MYH 2023/4347,Gävle,Gävleborg,True
MYH 2023/4348,Kristinehamn,Värmland,True
MYH 2023/4349,Eksjö,Jönköping,False
MYH 2023/4349,Hultsfred,Kalmar,False
MYH 2023/4349,Uppvidinge,Kronoberg,False
MYH 2023/4349,Luleå,Norrbotten,False
MYH 2023/4349,Gällivare,Norrbotten,False
MYH 2023/4349,Ronneby,Blekinge,False
MYH 2023/4350,Stockholm,Stockholm,False
MYH 2023/4351,Malmö,Skåne,False
MYH 2023/4352,Tibro,Västra Götaland,True
MYH 2023/4353,Tibro,Västra Götaland,True
MYH 2023/4354,Tibro,Västra Götaland,True
MYH 2023/4355,Tibro,Västra Götaland,True
MYH 2023/4356,Linköping,Östergötland,True
MYH 2023/4356,Jönköping,Jönköping,True
MYH 2023/4357,Växjö,Kronoberg,False
MYH 2023/4358,Stockholm,Stockholm,False
MYH 2023/4359,Stockholm,Stockholm,False
MYH 2023/4360,Stockholm,Stockholm,False
MYH 2023/4361,Linköping,Östergötland,True
MYH 2023/4362,Örnsköldsvik,Västernorrland,False
MYH 2023/4362,Gävle,Gävleborg,False
MYH 2023/4363,Stockholm,Stockholm,False
MYH 2023/4365,Stockholm,Stockholm,False
MYH 2023/4366,Västerås,Västmanland,False
MYH 2023/4367,Västerås,Västmanland,True
MYH 2023/4368,Gävle,Gävleborg,False
MYH 2023/4368,Falun,Dalarna,False
MYH 2023/4369,Stockholm,Stockholm,True
MYH 2023/4370,Luleå,Norrbotten,False
MYH 2023/4370,Göteborg,Västra Götaland,False
MYH 2023/4370,Stockholm,Stockholm,False
MYH 2023/4370,Malmö,Skåne,False
MYH 2023/4371,Örnsköldsvik,Västernorrland,True
MYH 2023/4371,Hudiksvall,Gävleborg,True
MYH 2023/4371,Gävle,Gävleborg,True
MYH 2023/4372,Eskilstuna,Södermanland,True
MYH 2023/4373,Stockholm,Stockholm,False
MYH 2023/4374,Umeå,Västerbotten,True
MYH 2023/4375,Stockholm,Stockholm,False
MYH 2023/4376,Linköping,Östergötland,True
MYH 2023/4377,Boden,Norrbotten,True
MYH 2023/4378,Stockholm,Stockholm,True
MYH 2023/4379,Stockholm,Stockholm,False
MYH 2023/4380,Stockholm,Stockholm,False
MYH 2023/4381,Stockholm,Stockholm,True
MYH 2023/4381,Göteborg,Västra Götaland,True
MYH 2023/4382,Kiruna,Norrbotten,False
MYH 2023/4382,Norrköping,Östergötland,False
MYH 2023/4382,Stockholm,Stockholm,False
MYH 2023/4382,Luleå,Norrbotten,False
MYH 2023/4382,Gällivare,Norrbotten,False
MYH 2023/4383,Gävle,Gävleborg,True
MYH 2023/4384,Göteborg,Västra Götaland,True
MYH 2023/4385,Stockholm,Stockholm,False
MYH 2023/4386,Stockholm,Stockholm,False
MYH 2023/4386,Sundsvall,Västernorrland,False
MYH 2023/4387,Stockholm,Stockholm,False
MYH 2023/4388,Stockholm,Stockholm,False
MYH 2023/4389,Sundsvall,Västernorrland,True
MYH 2023/4389,Hudiksvall,Gävleborg,True
MYH 2023/4389,Örnsköldsvik,Västernorrland,True
MYH 2023/4390,Lund,Skåne,True
MYH 2023/4391,Norrtälje,Stockholm,False
MYH 2023/4392,Borås,Västra Götaland,False
MYH 2023/4393,Linköping,Östergötland,True
MYH 2023/4394,Stockholm,Stockholm,False
MYH 2023/4395,Stockholm,Stockholm,False
MYH 2023/4396,Stockholm,Stockholm,False
MYH 2023/4397,Göteborg,Västra Götaland,True
MYH 2023/4398,Stockholm,Stockholm,False
MYH 2023/4399,Göteborg,Västra Götaland,True
MYH 2023/4400,Göteborg,Västra Götaland,True
MYH 2023/4401,Stockholm,Stockholm,True
MYH 2023/4401,Göteborg,Västra Götaland,True
MYH 2023/4402,Ljungby,Kronoberg,True
MYH 2023/4402,Jönköping,Jönköping,True
MYH 2023/4402,Katrineholm,Södermanland,True
MYH 2023/4403,Lund,Skåne,True
MYH 2023/4404,Stockholm,Stockholm,False
MYH 2023/4405,Göteborg,Västra Götaland,False
MYH 2023/4406,Göteborg,Västra Götaland,False
MYH 2023/4407,Trollhättan,Västra Götaland,False
MYH 2023/4408,Göteborg,Västra Götaland,False
MYH 2023/4409,Göteborg,Västra Götaland,False
MYH 2023/4410,Malmö,Skåne,True
MYH 2023/4410,Stockholm,Stockholm,True
MYH 2023/4410,Göteborg,Västra Götaland,True
MYH 2023/4411,Stockholm,Stockholm,False
MYH 2023/4412,Borås,Västra Götaland,False
MYH 2023/4413,Stockholm,Stockholm,False
MYH 2023/4414,Göteborg,Västra Götaland,False
MYH 2023/4415,Göteborg,Västra Götaland,False
MYH 2023/4416,Göteborg,Västra Götaland,True
MYH 2023/4417,Göteborg,Västra Götaland,False
MYH 2023/4418,Botkyrka,Stockholm,False
MYH 2023/4419,Malmö,Skåne,False
MYH 2023/4420,Botkyrka,Stockholm,True
MYH 2023/4421,Botkyrka,Stockholm,False
MYH 2023/4422,Upplands-Bro,Stockholm,False
MYH 2023/4423,Stockholm,Stockholm,False
MYH 2023/4424,Stockholm,Stockholm,False
MYH 2023/4425,Helsingborg,Skåne,True
MYH 2023/4426,Borås,Västra Götaland,True
MYH 2023/4427,Stockholm,Stockholm,False
MYH 2023/4428,Stockholm,Stockholm,False
MYH 2023/4429,Stockholm,Stockholm,False
MYH 2023/4430,Borås,Västra Götaland,False
MYH 2023/4431,Stockholm,Stockholm,True
MYH 2023/4432,Lerum,Västra Götaland,True
MYH 2023/4433,Göteborg,Västra Götaland,False
MYH 2023/4434,Stockholm,Stockholm,True
MYH 2023/4435,Stockholm,Stockholm,False
MYH 2023/4435,Malmö,Skåne,False
MYH 2023/4436,Stockholm,Stockholm,False
MYH 2023/4438,Sandviken,Gävleborg,False
MYH 2023/4442,Stockholm,Stockholm,False
MYH 2023/4444,Hässleholm,Skåne,True
MYH 2023/4445,Hässleholm,Skåne,False
MYH 2024/2687,Örebro,Örebro,True
MYH 2024/2688,Örebro,Örebro,True
MYH 2024/2877,Malmö,Skåne,False
MYH 2024/2877,Boden,Norrbotten,False
MYH 2024/2877,Stockholm,Stockholm,False
MYH 2024/2878,Umeå,Västerbotten,False
MYH 2024/2878,Boden,Norrbotten,False
MYH 2024/2878,Karlstad,Värmland,False
MYH 2024/2909,Boden,Norrbotten,False
MYH 2024/2909,Skellefteå,Västerbotten,False
MYH 2024/2909,Umeå,Västerbotten,False
MYH 2024/2925,Linköping,Östergötland,True
MYH 2024/2929,Göteborg,Västra Götaland,True
MYH 2024/2931,Kristianstad,Skåne,False
MYH 2024/2933,Umeå,Västerbotten,False
MYH 2024/2934,Göteborg,Västra Götaland,False
MYH 2024/2935,Göteborg,Västra Götaland,False
MYH 2024/2935,Stockholm,Stockholm,False
MYH 2024/2936,Göteborg,Västra Götaland,False
MYH 2024/2943,Stockholm,Stockholm,False
MYH 2024/2944,Stockholm,Stockholm,False
MYH 2024/2945,Stockholm,Stockholm,True
MYH 2024/2946,Stockholm,Stockholm,False
MYH 2024/2946,Umeå,Västerbotten,False
MYH 2024/2947,Stockholm,Stockholm,False
MYH 2024/2947,Malmö,Skåne,False
MYH 2024/2955,Kristianstad,Skåne,False
MYH 2024/2956,Stockholm,Stockholm,False
MYH 2024/2956,Umeå,Västerbotten,False
MYH 2024/2957,Malmö,Skåne,True
MYH 2024/2958,Malmö,Skåne,False
MYH 2024/2959,Karlskrona,Blekinge,False
MYH 2024/2960,Örebro,Örebro,False
MYH 2024/2960,Göteborg,Västra Götaland,False
MYH 2024/2961,Umeå,Västerbotten,True
MYH 2024/2961,Örnsköldsvik,Västernorrland,True
MYH 2024/2962,Uppsala,Uppsala,False
MYH 2024/2962,Stockholm,Stockholm,False
MYH 2024/2963,Karlshamn,Blekinge,False
MYH 2024/2963,Karlskrona,Blekinge,False
MYH 2024/2964,Umeå,Västerbotten,True
MYH 2024/2965,Stockholm,Stockholm,False
MYH 2024/2966,Karlshamn,Blekinge,False
MYH 2024/2967,Västerås,Västmanland,False
MYH 2024/2967,Stockholm,Stockholm,False
MYH 2024/2968,Stockholm,Stockholm,False
MYH 2024/2968,Östersund,Jämtland,False
MYH 2024/2968,Härnösand,Västernorrland,False
MYH 2024/2969,Karlshamn,Blekinge,False
MYH 2024/2969,Karlskrona,Blekinge,False
MYH 2024/2970,Örebro,Örebro,False
MYH 2024/2973,Karlskrona,Blekinge,False
MYH 2024/2974,Umeå,Västerbotten,False
MYH 2024/2974,Stockholm,Stockholm,False
MYH 2024/2975,Örebro,Örebro,False
MYH 2024/2976,Göteborg,Västra Götaland,False
MYH 2024/2977,Östersund,Jämtland,False
MYH 2024/2977,Stockholm,Stockholm,False
MYH 2024/2978,Stockholm,Stockholm,False
MYH 2024/2978,Karlskrona,Blekinge,False
MYH 2024/2979,Helsingborg,Skåne,True
MYH 2024/2980,Örebro,Örebro,False
MYH 2024/2980,Karlstad,Värmland,False
MYH 2024/2981,Östersund,Jämtland,False
MYH 2024/2981,Luleå,Norrbotten,False
MYH 2024/2981,Umeå,Västerbotten,False
MYH 2024/2982,Göteborg,Västra Götaland,False
MYH 2024/2982,Karlskrona,Blekinge,False
MYH 2024/2983,Östersund,Jämtland,False
MYH 2024/2983,Umeå,Västerbotten,False
MYH 2024/2984,Boden,Norrbotten,True
MYH 2024/2984,Östersund,Jämtland,True
MYH 2024/2985,Göteborg,Västra Götaland,True
MYH 2024/2986,Örebro,Örebro,True
MYH 2024/2987,Helsingborg,Skåne,False
MYH 2024/2988,Umeå,Västerbotten,False
MYH 2024/2988,Göteborg,Västra Götaland,False
MYH 2024/2992,Umeå,Västerbotten,False
MYH 2024/2993,Karlskrona,Blekinge,False
MYH 2024/2994,Örebro,Örebro,True
MYH 2024/3002,Sigtuna,Stockholm,False
MYH 2024/3005,Lund,Skåne,True
MYH 2024/3008,Västerås,Västmanland,False
MYH 2024/3009,Solna,Stockholm,False
MYH 2024/3010,Stockholm,Stockholm,True
MYH 2024/3013,Burlöv,Skåne,False
MYH 2024/3013,Solna,Stockholm,False
MYH 2024/3013,Karlskrona,Blekinge,False
MYH 2024/3013,Umeå,Västerbotten,False
MYH 2024/3013,Filipstad,Värmland,False
MYH 2024/3014,Stockholm,Stockholm,False
MYH 2024/3015,Stockholm,Stockholm,False
MYH 2024/3015,Malmö,Skåne,False
MYH 2024/3016,Malmö,Skåne,False
MYH 2024/3016,Stockholm,Stockholm,False
MYH 2024/3018,Karlskrona,Blekinge,True
MYH 2024/3019,Lidköping,Västra Götaland,False
MYH 2024/3019,Haninge,Stockholm,False
MYH 2024/3020,Karlskrona,Blekinge,True
MYH 2024/3020,Stockholm,Stockholm,True
MYH 2024/3022,Markaryd,Kronoberg,False
MYH 2024/3023,Lidköping,Västra Götaland,True
MYH 2024/3023,Haninge,Stockholm,True
MYH 2024/3023,Lund,Skåne,True
MYH 2024/3026,Stockholm,Stockholm,True
MYH 2024/3027,Skövde,Västra Götaland,False
MYH 2024/3027,Karlstad,Värmland,False
MYH 2024/3028,Karlstad,Värmland,False
MYH 2024/3028,Skövde,Västra Götaland,False
MYH 2024/3029,Karlstad,Värmland,False
MYH 2024/3029,Skövde,Västra Götaland,False
MYH 2024/3030,Boden,Norrbotten,False
MYH 2024/3030,Malmö,Skåne,False
MYH 2024/3030,Karlstad,Värmland,False
MYH 2024/3030,Umeå,Västerbotten,False
MYH 2024/3030,Skövde,Västra Götaland,False
MYH 2024/3031,Stockholm,Stockholm,True
MYH 2024/3033,Stockholm,Stockholm,False
MYH 2024/3033,Skellefteå,Västerbotten,False
MYH 2024/3035,Halmstad,Halland,False
MYH 2024/3035,Askersund,Örebro,False
MYH 2024/3037,Sundsvall,Västernorrland,False
MYH 2024/3039,Stockholm,Stockholm,True
MYH 2024/3040,Östersund,Jämtland,False
MYH 2024/3040,Malmö,Skåne,False
MYH 2024/3043,Stockholm,Stockholm,True
MYH 2024/3045,Sundsvall,Västernorrland,False
MYH 2024/3046,Göteborg,Västra Götaland,False
MYH 2024/3047,Malmö,Skåne,False
MYH 2024/3048,Stockholm,Stockholm,True
MYH 2024/3049,Göteborg,Västra Götaland,False
MYH 2024/3050,Malmö,Skåne,False
MYH 2024/3051,Stockholm,Stockholm,False
MYH 2024/3052,Göteborg,Västra Götaland,False
MYH 2024/3053,Malmö,Skåne,False
MYH 2024/3054,Stockholm,Stockholm,False
MYH 2024/3055,Göteborg,Västra Götaland,False
MYH 2024/3056,Malmö,Skåne,False
MYH 2024/3057,Stockholm,Stockholm,False
MYH 2024/3059,Göteborg,Västra Götaland,False
MYH 2024/3060,Stockholm,Stockholm,False
MYH 2024/3061,Göteborg,Västra Götaland,False
MYH 2024/3062,Malmö,Skåne,False
MYH 2024/3063,Stockholm,Stockholm,False
MYH 2024/3064,Göteborg,Västra Götaland,False
MYH 2024/3065,Göteborg,Västra Götaland,False
MYH 2024/3066,Stockholm,Stockholm,False
MYH 2024/3067,Malmö,Skåne,False
MYH 2024/3069,Göteborg,Västra Götaland,False
MYH 2024/3070,Stockholm,Stockholm,False
MYH 2024/3072,Stockholm,Stockholm,False
MYH 2024/3073,Göteborg,Västra Götaland,False
MYH 2024/3074,Malmö,Skåne,False
MYH 2024/3075,Stockholm,Stockholm,False
MYH 2024/3076,Västerås,Västmanland,False
MYH 2024/3077,Stockholm,Stockholm,False
MYH 2024/3077,Helsingborg,Skåne,False
MYH 2024/3078,Lund,Skåne,True
MYH 2024/3079,Hudiksvall,Gävleborg,False
MYH 2024/3080,Göteborg,Västra Götaland,False
MYH 2024/3081,Malmö,Skåne,False
MYH 2024/3082,Stockholm,Stockholm,False
MYH 2024/3084,Tanum,Västra Götaland,False
MYH 2024/3084,Göteborg,Västra Götaland,False
MYH 2024/3084,Jönköping,Jönköping,False
MYH 2024/3084,Halmstad,Halland,False
MYH 2024/3084,Stockholm,Stockholm,False
MYH 2024/3086,Karlstad,Värmland,False
MYH 2024/3086,Göteborg,Västra Götaland,False
MYH 2024/3086,Halmstad,Halland,False
MYH 2024/3086,Stockholm,Stockholm,False
MYH 2024/3086,Skellefteå,Västerbotten,False
MYH 2024/3087,Sundsvall,Västernorrland,False
MYH 2024/3087,Linköping,Östergötland,False
MYH 2024/3087,Jönköping,Jönköping,False
MYH 2024/3087,Malmö,Skåne,False
MYH 2024/3087,Stockholm,Stockholm,False
MYH 2024/3088,Sundsvall,Västernorrland,False
MYH 2024/3089,Malmö,Skåne,False
MYH 2024/3090,Stockholm,Stockholm,False
MYH 2024/3091,Göteborg,Västra Götaland,False
MYH 2024/3092,Uppsala,Uppsala,False
MYH 2024/3093,Göteborg,Västra Götaland,False
MYH 2024/3094,Stockholm,Stockholm,False
MYH 2024/3095,Gävle,Gävleborg,False
MYH 2024/3095,Örkelljunga,Skåne,False
MYH 2024/3095,Umeå,Västerbotten,False
MYH 2024/3095,Linköping,Östergötland,False
MYH 2024/3095,Varberg,Halland,False
MYH 2024/3096,Gävle,Gävleborg,False
MYH 2024/3096,Luleå,Norrbotten,False
MYH 2024/3096,Nyköping,Södermanland,False
MYH 2024/3096,Uppsala,Uppsala,False
MYH 2024/3096,Göteborg,Västra Götaland,False
MYH 2024/3098,Sundsvall,Västernorrland,False
MYH 2024/3099,Göteborg,Västra Götaland,False
MYH 2024/3101,Malmö,Skåne,False
MYH 2024/3102,Göteborg,Västra Götaland,False
MYH 2024/3103,Göteborg,Västra Götaland,True
MYH 2024/3104,Stockholm,Stockholm,False
MYH 2024/3106,Göteborg,Västra Götaland,False
MYH 2024/3107,Göteborg,Västra Götaland,False
MYH 2024/3108,Göteborg,Västra Götaland,False
MYH 2024/3110,Stockholm,Stockholm,True
MYH 2024/3111,Stockholm,Stockholm,False
MYH 2024/3112,Göteborg,Västra Götaland,False
MYH 2024/3113,Malmö,Skåne,False
MYH 2024/3114,Stockholm,Stockholm,False
MYH 2024/3115,Växjö,Kronoberg,False
MYH 2024/3115,Göteborg,Västra Götaland,False
MYH 2024/3116,Malmö,Skåne,False
MYH 2024/3117,Göteborg,Västra Götaland,False
MYH 2024/3118,Malmö,Skåne,False
MYH 2024/3119,Göteborg,Västra Götaland,False
MYH 2024/3120,Stockholm,Stockholm,False
MYH 2024/3121,Sundsvall,Västernorrland,False
MYH 2024/3122,Göteborg,Västra Götaland,False
MYH 2024/3123,Malmö,Skåne,False
MYH 2024/3124,Stockholm,Stockholm,False
MYH 2024/3126,Stockholm,Stockholm,False
MYH 2024/3127,Göteborg,Västra Götaland,False
MYH 2024/3129,Malmö,Skåne,False
MYH 2024/3130,Stockholm,Stockholm,False
MYH 2024/3131,Sundsvall,Västernorrland,False
MYH 2024/3133,Göteborg,Västra Götaland,False
MYH 2024/3134,Malmö,Skåne,False
MYH 2024/3134,Stockholm,Stockholm,False
MYH 2024/3134,Skellefteå,Västerbotten,False
MYH 2024/3134,Västerås,Västmanland,False
MYH 2024/3134,Göteborg,Västra Götaland,False
MYH 2024/3135,Malmö,Skåne,False
MYH 2024/3136,Linköping,Östergötland,False
MYH 2024/3137,Stockholm,Stockholm,False
MYH 2024/3138,Stockholm,Stockholm,False
MYH 2024/3139,Göteborg,Västra Götaland,False
MYH 2024/3140,Gotland,Gotland,False
MYH 2024/3140,Eskilstuna,Södermanland,False
MYH 2024/3141,Göteborg,Västra Götaland,False
MYH 2024/3142,Helsingborg,Skåne,False
MYH 2024/3143,Umeå,Västerbotten,False
MYH 2024/3143,Mora,Dalarna,False
MYH 2024/3143,Luleå,Norrbotten,False
MYH 2024/3144,Malmö,Skåne,False
MYH 2024/3145,Stockholm,Stockholm,True
MYH 2024/3146,Stockholm,Stockholm,True
MYH 2024/3146,Västerås,Västmanland,True
MYH 2024/3146,Uppsala,Uppsala,True
MYH 2024/3147,Stockholm,Stockholm,False
MYH 2024/3148,Borlänge,Dalarna,False
MYH 2024/3148,Örebro,Örebro,False
MYH 2024/3149,Linköping,Östergötland,False
MYH 2024/3149,Stockholm,Stockholm,False
MYH 2024/3149,Härnösand,Västernorrland,False
MYH 2024/3149,Norrköping,Östergötland,False
MYH 2024/3149,Västerås,Västmanland,False
MYH 2024/3150,Sundsvall,Västernorrland,False
MYH 2024/3152,Göteborg,Västra Götaland,False
MYH 2024/3153,Stockholm,Stockholm,False
MYH 2024/3154,Sundsvall,Västernorrland,False
MYH 2024/3155,Göteborg,Västra Götaland,False
MYH 2024/3156,Stockholm,Stockholm,False
MYH 2024/3157,Eskilstuna,Södermanland,False
MYH 2024/3157,Stockholm,Stockholm,False
MYH 2024/3157,Linköping,Östergötland,False
MYH 2024/3157,Södertälje,Stockholm,False
MYH 2024/3157,Botkyrka,Stockholm,False
MYH 2024/3158,Sundsvall,Västernorrland,False
MYH 2024/3159,Göteborg,Västra Götaland,False
MYH 2024/3160,Kalmar,Kalmar,False
MYH 2024/3160,Jönköping,Jönköping,False
