,Utbildningsområde,Utbildningsnamn,Län,Kommun,Flera kommuner,YH-poäng,Studieform,Studietakt %,Utbildningsanordnare administrativ enhet,Huvudmannatyp,Sökta platser per utbildningsomgång,Sökta platser totalt,Beviljade platser totalt,Diarienummer,Beslut,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Ansökningsomgång,Antal kommuner
4660,Samhällsbyggnad och byggteknik,Byggprojektör BIM,Halland,Halmstad,False,400,Bunden,100,EC Utbildning AB Halmstad,Privat,32,96,96,MYH 2022/4401,True,3,3,2022,1
4661,Samhällsbyggnad och byggteknik,Byggprojektör BIM,Stockholm,Solna,False,400,Bunden,100,EC Utbildning AB Stockholm,Privat,32,96,96,MYH 2022/4982,True,3,3,2022,1
4662,Samhällsbyggnad och byggteknik,Byggprojektör BIM,Örebro,Örebro,False,400,Distans,100,EC Utbildning AB Örebro,Privat,35,105,0,MYH 2022/4392,False,3,0,2022,1
4663,Samhällsbyggnad och byggteknik,Byggprojektör BIM,Kronoberg,Växjö,False,400,Distans,100,EC Utbildning AB Växjö,Privat,32,96,0,MYH 2022/4420,False,3,0,2022,1
4664,Samhällsbyggnad och byggteknik,Byggprojektör för Cirkulärt Byggande 3D,Skåne,Malmö,True,400,Distans,100,Hermods AB Stockholm,Privat,10,40,0,MYH 2022/4523,False,4,0,2022,3
4665,Samhällsbyggnad och byggteknik,Byggprojektör för Cirkulärt Byggande 3D,Stockholm,Solna,True,400,Distans,100,Hermods AB Stockholm,Privat,15,60,0,MYH 2022/4523,False,4,0,2022,3
4666,Samhällsbyggnad och byggteknik,Byggprojektör för Cirkulärt Byggande 3D,Västra Götaland,Göteborg,True,400,Distans,100,Hermods AB Stockholm,Privat,10,40,0,MYH 2022/4523,False,4,0,2022,3
4667,Samhällsbyggnad och byggteknik,Digital drifttekniker,Jönköping,Jönköping,True,400,Distans,100,JENSEN Education School AB,Privat,5,15,0,MYH 2022/4946,False,3,0,2022,5
4668,Samhällsbyggnad och byggteknik,Digital drifttekniker,Skåne,Helsingborg,True,400,Distans,100,JENSEN Education School AB,Privat,6,18,0,MYH 2022/4946,False,3,0,2022,5
4669,Samhällsbyggnad och byggteknik,Digital drifttekniker,Stockholm,Stockholm,True,400,Distans,100,JENSEN Education School AB,Privat,8,24,0,MYH 2022/4946,False,3,0,2022,5
4670,Samhällsbyggnad och byggteknik,Digital drifttekniker,Västmanland,Västerås,True,400,Distans,100,JENSEN Education School AB,Privat,6,18,0,MYH 2022/4946,False,3,0,2022,5
4671,Samhällsbyggnad och byggteknik,Digital drifttekniker,Östergötland,Linköping,True,400,Distans,100,JENSEN Education School AB,Privat,5,15,0,MYH 2022/4946,False,3,0,2022,5
4672,Samhällsbyggnad och byggteknik,Digitaliseringsutvecklare Smarta hus,Kalmar,Kalmar,False,300,Distans,100,Lernia Utbildning AB,Privat,35,105,70,MYH 2022/5169,True,3,2,2022,1
4673,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Jämtland,Östersund,False,400,Distans,100,Hermods AB Östersund,Privat,30,120,90,MYH 2022/4165,True,4,3,2022,1
4674,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Uppsala,Uppsala,True,315,Distans,100,YrkesAkademin YH AB,Privat,20,100,60,MYH 2022/4245,True,5,3,2022,2
4675,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Västmanland,Västerås,True,315,Distans,100,YrkesAkademin YH AB,Privat,15,75,45,MYH 2022/4245,True,5,3,2022,2
4676,Samhällsbyggnad och byggteknik,Drift- och Fastighetstekniker,Skåne,Malmö,False,400,Bunden,100,John Ericsson Institutet,Privat,30,90,90,MYH 2022/5315,True,3,3,2022,1
4677,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Blekinge,Karlskrona,False,400,Distans,100,Hermods AB Karlskrona,Privat,30,120,0,MYH 2022/4006,False,4,0,2022,1
4678,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Halland,Halmstad,False,315,Distans,100,YrkesAkademin YH AB,Privat,30,90,0,MYH 2022/4246,False,3,0,2022,1
4679,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Örebro,Örebro,False,400,Distans,100,Hermods AB Örebro,Privat,30,90,0,MYH 2022/4396,False,3,0,2022,1
4680,Samhällsbyggnad och byggteknik,Drift- och Fastighetstekniker,Norrbotten,Luleå,True,300,Distans,100,Lernia Utbildning AB,Privat,10,30,0,MYH 2022/5190,False,3,0,2022,2
4681,Samhällsbyggnad och byggteknik,Drift- och Fastighetstekniker,Västerbotten,Skellefteå,True,300,Distans,100,Lernia Utbildning AB,Privat,10,30,0,MYH 2022/5190,False,3,0,2022,2
4682,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker,Västerbotten,Skellefteå,False,400,Distans,100,John Ericsson Institutet,Privat,35,105,0,MYH 2022/5311,False,3,0,2022,1
4683,Samhällsbyggnad och byggteknik,Drift- och fastighetstekniker Skellefteå,Västerbotten,Skellefteå,False,370,Bunden,100,TCC Sverige AB,Privat,30,90,0,MYH 2022/5358,False,3,0,2022,1
4684,Samhällsbyggnad och byggteknik,"Driftingenjör inom Kyla, VVS och Energi",Skåne,Eslöv,False,400,Bunden,100,Karlsson Climate AB,Privat,25,125,75,MYH 2022/4682,True,5,3,2022,1
4685,Samhällsbyggnad och byggteknik,Drifttekniker,Västra Götaland,Göteborg,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,35,105,0,MYH 2022/5086,False,3,0,2022,1
4686,Samhällsbyggnad och byggteknik,Drifttekniker,Stockholm,Stockholm,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,35,105,0,MYH 2022/5106,False,3,0,2022,1
4687,Samhällsbyggnad och byggteknik,Drifttekniker,Västerbotten,Skellefteå,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,20,60,0,MYH 2022/5110,False,3,0,2022,1
4688,Samhällsbyggnad och byggteknik,Drifttekniker,Skåne,Malmö,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,32,96,0,MYH 2022/5115,False,3,0,2022,1
4689,Samhällsbyggnad och byggteknik,El- och belysningsdesigner,Stockholm,Stockholm,False,400,Bunden,100,Stiftelsen Stockholms Tekniska Institut,Privat,30,120,0,MYH 2022/4762,False,4,0,2022,1
4690,Samhällsbyggnad och byggteknik,Energiingenjör,Jönköping,Tranås,False,420,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,30,90,0,MYH 2022/4618,False,3,0,2022,1
4691,Samhällsbyggnad och byggteknik,Energiingenjör,Gävleborg,Gävle,False,400,Distans,100,Iris Hadar AB,Privat,28,56,0,MYH 2022/5210,False,2,0,2022,1
4692,Samhällsbyggnad och byggteknik,Energiingenjör,Stockholm,Stockholm,False,425,Bunden,100,Nava Group AB,Privat,25,100,0,MYH 2022/5452,False,4,0,2022,1
4693,Samhällsbyggnad och byggteknik,Energiingenjör - projektledare el och energieffektivisering,Stockholm,Stockholm,False,420,Bunden,100,Nava Group AB,Privat,30,120,0,MYH 2022/5474,False,4,0,2022,1
4694,Samhällsbyggnad och byggteknik,Energiingenjör inriktning fastighet,Gävleborg,Gävle,True,400,Distans,100,Plushögskolan AB - Teknikhögskolan Norr,Privat,20,60,0,MYH 2022/5376,False,3,0,2022,2
4695,Samhällsbyggnad och byggteknik,Energiingenjör inriktning fastighet,Skåne,Helsingborg,True,400,Distans,100,Plushögskolan AB - Teknikhögskolan Norr,Privat,15,45,0,MYH 2022/5376,False,3,0,2022,2
4696,Samhällsbyggnad och byggteknik,Energispecialist,Västra Götaland,Göteborg,False,425,Distans,100,Hermods AB Göteborg,Privat,30,120,90,MYH 2022/4092,True,4,3,2022,1
4697,Samhällsbyggnad och byggteknik,Energitekniker,Stockholm,Stockholm,False,425,Bunden,100,Nava Group AB,Privat,30,120,0,MYH 2022/5408,False,4,0,2022,1
4698,Samhällsbyggnad och byggteknik,Entreprenadingenjör,Östergötland,Norrköping,False,415,Bunden,100,East Sweden Business School AB,Privat,20,80,60,MYH 2022/4605,True,4,3,2022,1
4699,Samhällsbyggnad och byggteknik,Entreprenadingenjör,Stockholm,Solna,False,400,Bunden,100,Nackademin AB,Privat,35,105,0,MYH 2022/4643,False,3,0,2022,1
4700,Samhällsbyggnad och byggteknik,Entreprenadingenjör - hållbart byggande,Skåne,Malmö,False,430,Bunden,100,KYH AB Malmö,Privat,35,140,105,MYH 2022/4677,True,4,3,2022,1
4701,Samhällsbyggnad och byggteknik,Entreprenadingenjör - hållbart byggande,Stockholm,Stockholm,False,410,Distans,100,KYH AB,Privat,35,105,0,MYH 2022/4683,False,3,0,2022,1
4702,Samhällsbyggnad och byggteknik,Entreprenadingenjör - hållbart byggande,Gävleborg,Gävle,True,430,Bunden,100,KYH AB,Privat,6,12,0,MYH 2022/4811,False,2,0,2022,3
4703,Samhällsbyggnad och byggteknik,Entreprenadingenjör - hållbart byggande,Norrbotten,Piteå,True,430,Bunden,100,KYH AB,Privat,14,28,0,MYH 2022/4811,False,2,0,2022,3
4704,Samhällsbyggnad och byggteknik,Entreprenadingenjör - hållbart byggande,Södermanland,Eskilstuna,True,430,Bunden,100,KYH AB,Privat,10,20,0,MYH 2022/4811,False,2,0,2022,3
4705,Samhällsbyggnad och byggteknik,Facility Management,Skåne,Malmö,False,410,Bunden,100,Plushögskolan AB - Affärshögskolan,Privat,35,140,105,MYH 2022/4475,True,4,3,2022,1
4706,Samhällsbyggnad och byggteknik,Facility Management,Stockholm,Stockholm,False,410,Bunden,100,Plushögskolan AB - Affärshögskolan,Privat,32,96,96,MYH 2022/4698,True,3,3,2022,1
4707,Samhällsbyggnad och byggteknik,"Facility Manager, inriktning spårtrafik",Stockholm,Stockholm,False,400,Bunden,100,MTR Nordic ,Privat,30,150,0,MYH 2022/5186,False,5,0,2022,1
4708,Samhällsbyggnad och byggteknik,Fastighets- och energitekniker,Västra Götaland,Göteborg,False,300,Bunden,100,Fastighetsakademin Sverige AB,Privat,25,100,75,MYH 2022/4287,True,4,3,2022,1
4709,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Halland,Halmstad,True,500,Distans,100,YrkesAkademin YH AB,Privat,10,30,30,MYH 2022/4247,True,3,3,2022,3
4710,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Norrbotten,Luleå,True,500,Distans,100,YrkesAkademin YH AB,Privat,10,30,30,MYH 2022/4247,True,3,3,2022,3
4711,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Västmanland,Västerås,True,500,Distans,100,YrkesAkademin YH AB,Privat,10,30,30,MYH 2022/4247,True,3,3,2022,3
4712,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Skåne,Malmö,False,500,Bunden,100,John Ericsson Institutet,Privat,35,105,105,MYH 2022/5297,True,3,3,2022,1
4713,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Västra Götaland,Göteborg,False,500,Bunden,100,Fastighetsakademin Sverige AB,Privat,35,140,0,MYH 2022/4284,False,4,0,2022,1
4714,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Jönköping,Jönköping,False,500,Bunden,100,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,25,75,0,MYH 2022/4865,False,3,0,2022,1
4715,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Stockholm,Stockholm,False,500,Bunden,100,JENSEN Education School AB,Privat,30,90,0,MYH 2022/4943,False,3,0,2022,1
4716,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Västerbotten,Umeå,False,500,Distans,100,Folkuniversitetet – Kursverksamheten vid Umeå Universitet,Privat,25,75,0,MYH 2022/5022,False,3,0,2022,1
4717,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,Stockholm,Stockholm,False,500,Bunden,100,John Ericsson Institutet,Privat,35,105,0,MYH 2022/5293,False,3,0,2022,1
4718,Samhällsbyggnad och byggteknik,Fastighetsförvaltare Skellefteå,Västerbotten,Skellefteå,False,500,Distans,100,TCC Sverige AB,Privat,35,105,0,MYH 2022/5359,False,3,0,2022,1
4719,Samhällsbyggnad och byggteknik,Fastighetsingenjör,Västra Götaland,Göteborg,False,400,Bunden,100,Fastighetsakademin Sverige AB,Privat,35,140,0,MYH 2022/4285,False,4,0,2022,1
4720,Samhällsbyggnad och byggteknik,Fastighetsingenjör - Energi & Hållbarhet,Västra Götaland,Göteborg,False,450,Bunden,100,Newton Kompetensutveckling AB,Privat,32,96,0,MYH 2022/5118,False,3,0,2022,1
4721,Samhällsbyggnad och byggteknik,Fastighetsingenjör inriktning energi,Stockholm,Stockholm,False,430,Bunden,100,John Ericsson Institutet,Privat,35,105,0,MYH 2022/5306,False,3,0,2022,1
4722,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Blekinge,Ronneby,True,400,Bunden,100,KYH AB,Privat,7,28,0,MYH 2022/4662,False,4,0,2022,5
4723,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Gävleborg,Gävle,True,400,Bunden,100,KYH AB,Privat,5,20,0,MYH 2022/4662,False,4,0,2022,5
4724,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Kronoberg,Växjö,True,400,Bunden,100,KYH AB,Privat,8,32,0,MYH 2022/4662,False,4,0,2022,5
4725,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Stockholm,Norrtälje,True,400,Bunden,100,KYH AB,Privat,8,32,0,MYH 2022/4662,False,4,0,2022,5
4726,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Södermanland,Katrineholm,True,400,Bunden,100,KYH AB,Privat,7,28,0,MYH 2022/4662,False,4,0,2022,5
4727,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Dalarna,Avesta,True,400,Bunden,100,KYH AB,Privat,12,36,0,MYH 2022/4691,False,3,0,2022,3
4728,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Norrbotten,Gällivare,True,400,Bunden,100,KYH AB,Privat,11,33,0,MYH 2022/4691,False,3,0,2022,3
4729,Samhällsbyggnad och byggteknik,Fastighetstekniker - hållbar drift,Norrbotten,Piteå,True,400,Bunden,100,KYH AB,Privat,12,36,0,MYH 2022/4691,False,3,0,2022,3
4730,Samhällsbyggnad och byggteknik,Fönsterhantverkare- traditionella hantverkstekniker,Västra Götaland,Mariestad,False,200,Bunden,100,"Mariestads kommun, Dacapo Mariestad",Kommun,14,70,42,MYH 2022/4918,True,5,3,2022,1
4731,Samhällsbyggnad och byggteknik,GIS-samordnare med fokus på krisberedskap,Gävleborg,Gävle,False,215,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,20,20,20,MYH 2022/5341,True,1,1,2022,1
4732,Samhällsbyggnad och byggteknik,Hållbarhetsstrateg bygg,Kronoberg,Växjö,False,400,Distans,100,YrkesAkademin YH AB,Privat,25,50,50,MYH 2022/4788,True,2,2,2022,1
4733,Samhällsbyggnad och byggteknik,Infrastrukturprojektör BIM,Stockholm,Stockholm,False,420,Distans,100,Stiftelsen Stockholms Tekniska Institut,Privat,30,120,0,MYH 2022/4837,False,4,0,2022,1
4734,Samhällsbyggnad och byggteknik,"Installationsingenjör solel, lagring och laddning",Blekinge,Ronneby,True,320,Bunden,100,KYH AB,Privat,8,40,24,MYH 2022/4697,True,5,3,2022,4
4735,Samhällsbyggnad och byggteknik,"Installationsingenjör solel, lagring och laddning",Gotland,Gotland,True,320,Bunden,100,KYH AB,Privat,9,45,27,MYH 2022/4697,True,5,3,2022,4
4736,Samhällsbyggnad och byggteknik,"Installationsingenjör solel, lagring och laddning",Gävleborg,Hudiksvall,True,320,Bunden,100,KYH AB,Privat,10,50,30,MYH 2022/4697,True,5,3,2022,4
4737,Samhällsbyggnad och byggteknik,"Installationsingenjör solel, lagring och laddning",Stockholm,Norrtälje,True,320,Bunden,100,KYH AB,Privat,8,40,24,MYH 2022/4697,True,5,3,2022,4
4738,Samhällsbyggnad och byggteknik,"Installationsingenjör solel, lagring och laddning",Stockholm,Stockholm,False,320,Bunden,100,KYH AB Stockholm,Privat,35,140,0,MYH 2022/4775,False,4,0,2022,1
4739,Samhällsbyggnad och byggteknik,Installationssamordnare - hållbart byggande,Skåne,Hässleholm,False,200,Distans,50,"Hässleholms kommun, Yrkeshögskolan Syd",Kommun,20,60,0,MYH 2022/5302,False,3,0,2022,1
4740,Samhällsbyggnad och byggteknik,Järnvägsingenjör,Dalarna,Ludvika,False,420,Distans,100,John Ericsson Institutet,Privat,35,105,105,MYH 2022/5476,True,3,3,2022,1
4741,Samhällsbyggnad och byggteknik,Kalkylator El,Södermanland,Nyköping,False,105,Distans,50,INSU AB,Privat,35,175,0,MYH 2022/5303,False,5,0,2022,1
4742,Samhällsbyggnad och byggteknik,Kalkylator Kyla,Södermanland,Nyköping,False,100,Distans,50,INSU AB,Privat,35,175,0,MYH 2022/5354,False,5,0,2022,1
4743,Samhällsbyggnad och byggteknik,Kart- och Mätingenjör,Skåne,Helsingborg,False,410,Distans,100,YrkesAkademin YH AB,Privat,20,60,0,MYH 2022/4120,False,3,0,2022,1
4744,Samhällsbyggnad och byggteknik,KMA-samordnare,Norrbotten,Luleå,True,230,Distans,100,Lernia Utbildning AB,Privat,10,30,0,MYH 2022/5391,False,3,0,2022,2
4745,Samhällsbyggnad och byggteknik,KMA-samordnare,Uppsala,Uppsala,True,230,Distans,100,Lernia Utbildning AB,Privat,10,30,0,MYH 2022/5391,False,3,0,2022,2
4746,Samhällsbyggnad och byggteknik,Miljösamordnare Hållbara byggnader,Västra Götaland,Göteborg,False,410,Bunden,100,KYH AB Göteborg,Privat,35,105,105,MYH 2022/4671,True,3,3,2022,1
4747,Samhällsbyggnad och byggteknik,Miljösanerare samhällsbyggnad,Stockholm,Nynäshamn,False,400,Distans,100,YrkesAkademin YH AB,Privat,20,40,40,MYH 2022/4559,True,2,2,2022,1
4748,Samhällsbyggnad och byggteknik,Mobila System och GIT,Uppsala,Uppsala,False,420,Distans,100,Ocellus Information Systems AB,Privat,35,175,0,MYH 2022/5075,False,5,0,2022,1
4749,Samhällsbyggnad och byggteknik,Mätingenjör - järnväg,Västerbotten,Skellefteå,False,420,Bunden,100,Newton Kompetensutveckling AB,Privat,20,60,0,MYH 2022/5119,False,3,0,2022,1
4750,Samhällsbyggnad och byggteknik,Mätnings- och kartteknik,Stockholm,Stockholm,False,415,Bunden,100,"Kartotek, Kart- och teknikutbildarna i Haninge AB",Privat,35,175,0,MYH 2022/5517,False,5,0,2022,1
4751,Samhällsbyggnad och byggteknik,Mätningstekniker,Östergötland,Norrköping,False,415,Bunden,100,East Sweden Business School AB,Privat,20,80,60,MYH 2022/4606,True,4,3,2022,1
4752,Samhällsbyggnad och byggteknik,Mätningstekniker,Västmanland,Västerås,False,455,Distans,100,Nercia Utbildning,Privat,35,175,105,MYH 2022/5141,True,5,3,2022,1
4753,Samhällsbyggnad och byggteknik,Mätningstekniker specialistkompetens geodesi,Stockholm,Solna,False,425,Distans,100,Hermods AB Stockholm,Privat,30,120,0,MYH 2022/4191,False,4,0,2022,1
4754,Samhällsbyggnad och byggteknik,Mätningstekniker specialistkompetens geodesi,Skåne,Malmö,False,425,Distans,100,Hermods AB Malmö,Privat,30,90,0,MYH 2022/4355,False,3,0,2022,1
4755,Samhällsbyggnad och byggteknik,Platschef - Bygg och anläggning,Skåne,Malmö,False,195,Distans,100,Tekniska Högskolan i Jönköping AB,Privat,20,60,60,MYH 2022/4998,True,3,3,2022,1
4756,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Västra Götaland,Göteborg,False,240,Bunden,100,KYH AB Göteborg,Privat,32,160,0,MYH 2022/4676,False,5,0,2022,1
4757,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Blekinge,Ronneby,True,240,Bunden,100,KYH AB,Privat,10,30,0,MYH 2022/4761,False,3,0,2022,3
4758,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Skåne,Malmö,True,240,Bunden,100,KYH AB,Privat,8,24,0,MYH 2022/4761,False,3,0,2022,3
4759,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Stockholm,Norrtälje,True,240,Bunden,100,KYH AB,Privat,14,42,0,MYH 2022/4761,False,3,0,2022,3
4760,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Norrbotten,Gällivare,True,240,Bunden,100,KYH AB,Privat,8,24,0,MYH 2022/4817,False,3,0,2022,4
4761,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Norrbotten,Piteå,True,240,Bunden,100,KYH AB,Privat,11,33,0,MYH 2022/4817,False,3,0,2022,4
4762,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Västerbotten,Skellefteå,True,240,Bunden,100,KYH AB,Privat,7,21,0,MYH 2022/4817,False,3,0,2022,4
4763,Samhällsbyggnad och byggteknik,Platschef - hållbar produktion,Västernorrland,Örnsköldsvik,True,240,Bunden,100,KYH AB,Privat,9,27,0,MYH 2022/4817,False,3,0,2022,4
4764,Samhällsbyggnad och byggteknik,Platschef Samhällsbyggnad,Dalarna,Falun,True,200,Distans,75,YrkesAkademin YH AB,Privat,5,15,15,MYH 2022/4264,True,3,3,2022,4
4765,Samhällsbyggnad och byggteknik,Platschef Samhällsbyggnad,Uppsala,Knivsta,True,200,Distans,75,YrkesAkademin YH AB,Privat,10,30,30,MYH 2022/4264,True,3,3,2022,4
4766,Samhällsbyggnad och byggteknik,Platschef Samhällsbyggnad,Västra Götaland,Göteborg,True,200,Distans,75,YrkesAkademin YH AB,Privat,10,30,30,MYH 2022/4264,True,3,3,2022,4
4767,Samhällsbyggnad och byggteknik,Platschef Samhällsbyggnad,Östergötland,Norrköping,True,200,Distans,75,YrkesAkademin YH AB,Privat,5,15,15,MYH 2022/4264,True,3,3,2022,4
4768,Samhällsbyggnad och byggteknik,Produktionsledare Bygg,Skåne,Malmö,True,410,Bunden,100,Plushögskolan AB - Teknikhögskolan Syd,Privat,20,60,0,MYH 2022/5353,False,3,0,2022,2
4769,Samhällsbyggnad och byggteknik,Produktionsledare Bygg,Östergötland,Linköping,True,410,Bunden,100,Plushögskolan AB - Teknikhögskolan Syd,Privat,15,45,0,MYH 2022/5353,False,3,0,2022,2
4770,Samhällsbyggnad och byggteknik,Projektingenjör Järnväg,Skåne,Malmö,True,400,Distans,100,Hermods AB Stockholm,Privat,5,20,15,MYH 2022/4189,True,4,3,2022,3
4771,Samhällsbyggnad och byggteknik,Projektingenjör Järnväg,Stockholm,Solna,True,400,Distans,100,Hermods AB Stockholm,Privat,20,80,60,MYH 2022/4189,True,4,3,2022,3
4772,Samhällsbyggnad och byggteknik,Projektingenjör Järnväg,Västra Götaland,Göteborg,True,400,Distans,100,Hermods AB Stockholm,Privat,5,20,15,MYH 2022/4189,True,4,3,2022,3
4773,Samhällsbyggnad och byggteknik,Projektledare bygg och fastighet,Stockholm,Stockholm,False,200,Distans,50,JENSEN Education School AB,Privat,30,90,0,MYH 2022/5097,False,3,0,2022,1
4774,Samhällsbyggnad och byggteknik,Projektledare fastighetsautomation,Skåne,Malmö,True,400,Bunden,100,Iris Hadar AB,Privat,8,32,0,MYH 2022/5040,False,4,0,2022,3
4775,Samhällsbyggnad och byggteknik,Projektledare fastighetsautomation,Stockholm,Stockholm,True,400,Bunden,100,Iris Hadar AB,Privat,15,60,0,MYH 2022/5040,False,4,0,2022,3
4776,Samhällsbyggnad och byggteknik,Projektledare fastighetsautomation,Västra Götaland,Göteborg,True,400,Bunden,100,Iris Hadar AB,Privat,12,48,0,MYH 2022/5040,False,4,0,2022,3
4777,Samhällsbyggnad och byggteknik,Projektledare Kyla,Södermanland,Nyköping,False,200,Distans,50,INSU AB,Privat,35,175,105,MYH 2022/5357,True,5,3,2022,1
4778,Samhällsbyggnad och byggteknik,Projektledare Solenergi,Västra Götaland,Göteborg,False,410,Bunden,100,KYH AB Göteborg,Privat,35,140,75,MYH 2022/4675,True,4,3,2022,1
4779,Samhällsbyggnad och byggteknik,Projektledare VVS,Västmanland,Västerås,True,200,Distans,100,Lernia Utbildning AB,Privat,10,20,20,MYH 2022/5068,True,2,2,2022,2
4780,Samhällsbyggnad och byggteknik,Projektledare VVS,Västra Götaland,Trollhättan,True,200,Distans,100,Lernia Utbildning AB,Privat,10,20,20,MYH 2022/5068,True,2,2,2022,2
4781,Samhällsbyggnad och byggteknik,Reliningstekniker,Stockholm,Stockholm,False,200,Distans,100,ALEA Kompetenshöjning AB,Privat,20,60,0,MYH 2022/4956,False,3,0,2022,1
4782,Samhällsbyggnad och byggteknik,Rörinspektör - Mark/Fastighet,Stockholm,Stockholm,False,300,Distans,100,ALEA Kompetenshöjning AB,Privat,20,60,60,MYH 2022/5201,True,3,3,2022,1
4783,Samhällsbyggnad och byggteknik,Rörnätstekniker/Arbetsledare–Rörnätsteknik,Kalmar,Kalmar,False,400,Distans,100,ALEA Kompetenshöjning AB,Privat,20,100,60,MYH 2022/4838,True,5,3,2022,1
4784,Samhällsbyggnad och byggteknik,Solenergiprojektör,Halland,Varberg,True,400,Bunden,100,Campus Varberg/Varbergs kommun,Kommun,10,50,30,MYH 2022/4548,True,5,3,2022,3
4785,Samhällsbyggnad och byggteknik,Solenergiprojektör,Västra Götaland,Lidköping,True,400,Bunden,100,Campus Varberg/Varbergs kommun,Kommun,5,25,15,MYH 2022/4548,True,5,3,2022,3
4786,Samhällsbyggnad och byggteknik,Solenergiprojektör,Västra Götaland,Uddevalla,True,400,Bunden,100,Campus Varberg/Varbergs kommun,Kommun,5,25,15,MYH 2022/4548,True,5,3,2022,3
4787,Samhällsbyggnad och byggteknik,Solenergitekniker,Stockholm,Nynäshamn,False,425,Distans,100,Campus Nynäshamn,Kommun,35,105,75,MYH 2022/4772,True,3,3,2022,1
4788,Samhällsbyggnad och byggteknik,Specialiserad mätningsteknik inom järnväg och anläggning,Stockholm,Stockholm,False,415,Bunden,100,"Kartotek, Kart- och teknikutbildarna i Haninge AB",Privat,35,175,0,MYH 2022/5523,False,5,0,2022,1
4789,Samhällsbyggnad och byggteknik,Stadsbyggnadskoordinator,Stockholm,Värmdö,False,300,Distans,100,"Värmdö kommun, Komvux Värmdö",Kommun,30,90,0,MYH 2022/5176,False,3,0,2022,1
4790,Samhällsbyggnad och byggteknik,Säkerhetsspecialist med inriktning mot säkerhetsteknik och projektering,Västra Götaland,Göteborg,False,100,Distans,50,Företagsuniversitetet AB,Privat,35,105,0,MYH 2022/4912,False,3,0,2022,1
4791,Samhällsbyggnad och byggteknik,Teknisk förvaltare,Stockholm,Stockholm,False,400,Bunden,100,Newton Kompetensutveckling AB,Privat,32,96,0,MYH 2022/5132,False,3,0,2022,1
4792,Samhällsbyggnad och byggteknik,VA-ingenjör,Västra Götaland,Göteborg,False,420,Bunden,100,John Ericsson Institutet,Privat,30,90,90,MYH 2022/5328,True,3,3,2022,1
4793,Samhällsbyggnad och byggteknik,VA-projektör,Stockholm,Solna,False,300,Distans,100,Nackademin AB,Privat,35,140,105,MYH 2022/4494,True,4,3,2022,1
4794,Samhällsbyggnad och byggteknik,VA-projektör,Jönköping,Jönköping,False,300,Distans,100,Tekniska Högskolan i Jönköping AB,Privat,20,60,60,MYH 2022/5004,True,3,3,2022,1
4795,Samhällsbyggnad och byggteknik,VA-projektör,Jönköping,Tranås,False,410,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,30,90,0,MYH 2022/4046,False,3,0,2022,1
4796,Samhällsbyggnad och byggteknik,VA-Projektör,Västra Götaland,Göteborg,True,430,Distans,100,Blue Peak AB,Privat,15,75,0,MYH 2022/5085,False,5,0,2022,2
