Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Huvudmannatyp,Utbildningsområde,Utbildningsnamn,YH-poäng,Studieform,Studietakt %,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2020/4323,2020,False,Hermods AB Göteborg,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Bunden,50,4,0,140,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4332,2020,False,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Affärsinriktad konceptutvecklare,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2020/4336,2020,False,YrkesAkademin YH AB,Privat,Data/IT,Cloud Software Developer – AWS,400,Distans,100,5,0,150,0.0,30,Västernorrland,Sundsvall,1,False
MYH 2020/4340,2020,False,Hermods AB Stockholm,Privat,Samhällsbyggnad och byggteknik,Byggnadsingenjör - Produktion,400,Bunden,100,4,0,120,0.0,30,Stockholm,Solna,1,False
MYH 2020/4341,2020,True,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Key Account Manager,200,Distans,50,3,3,105,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4343,2020,False,Hermods AB Jönköping,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Distans,100,4,0,140,0.0,35,Jönköping,Jönköping,1,False
MYH 2020/4345,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Digital marknadsförare,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4346,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Online Merchandiser,400,Bunden,100,3,0,105,0.0,35,Skåne,Helsingborg,1,False
MYH 2020/4347,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Anbudsspecialist,200,Distans,50,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4348,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Anbudsspecialist,200,Distans,50,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4349,2020,True,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Internationell säljare och marknadsförare,400,Bunden,100,3,3,105,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4350,2020,True,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Digital marknadsförare,400,Bunden,100,3,2,105,70.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4351,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Account Manager IT Sales,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4352,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Key Account Manager,200,Distans,50,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4353,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,Journalistik och information,Digital kommunikatör,300,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4354,2020,False,YrkesAkademin YH AB,Privat,Data/IT,Cloud Software Developer – AWS,400,Distans,100,5,0,150,0.0,30,Stockholm,Södertälje,1,False
MYH 2020/4356,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Online Merchandiser,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4361,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,200,Distans,50,5,0,175,0.0,35,Södermanland,Katrineholm,1,False
MYH 2020/4365,2020,False,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Digital marknadskommunikatör,400,Distans,100,5,0,175,0.0,35,Östergötland,Linköping,1,False
MYH 2020/4368,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog inom KBT,400,Distans,100,5,0,175,0.0,35,Södermanland,Katrineholm,1,False
MYH 2020/4375,2020,True,Östergötlands läns landsting  - Vreta utbildingscentrum,Landsting,"Lantbruk, djurvård, trädgård, skog och fiske",Ridlärare,400,Bunden,100,4,3,80,60.0,20,Östergötland,Linköping,1,False
MYH 2020/4378,2020,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,5,3,50,30.0,10,Gotland,Gotland,2,True
MYH 2020/4378,2020,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,5,3,125,75.0,25,Stockholm,Stockholm,2,True
MYH 2020/4379,2020,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,5,3,175,105.0,35,Skåne,Malmö,1,False
MYH 2020/4388,2020,True,"Lapplands kommunalförbund, Lapplands lärcentra",Kommun,Teknik och tillverkning,Vattenkrafttekniker,400,Distans,100,3,3,60,60.0,20,Norrbotten,Jokkmokk,1,False
MYH 2020/4396,2020,False,Forsman och Nydahl AB (MOA Lärcentrum),Privat,Hälso- och sjukvård samt socialt arbete,Skötare med specialistkompetens inom öppen- och sluten psykiatrisk vård,200,Distans,50,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2020/4400,2020,False,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",E-Commerce Manager,400,Distans,100,5,0,175,0.0,35,Örebro,Örebro,1,False
MYH 2020/4401,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Processoperatör livsmedel,200,Distans,100,5,4,175,140.0,35,Stockholm,Stockholm,1,False
MYH 2020/4403,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Data/IT,.NET Utvecklare,400,Bunden,100,5,3,150,90.0,30,Västra Götaland,Göteborg,1,False
MYH 2020/4404,2020,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Processoperatör livsmedel,200,Distans,100,5,0,175,0.0,35,Östergötland,Linköping,1,False
MYH 2020/4405,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Processoperatör livsmedel,200,Distans,100,5,3,150,90.0,30,Halland,Halmstad,1,False
MYH 2020/4406,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Bunden,100,5,3,150,90.0,30,Östergötland,Linköping,1,False
MYH 2020/4407,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Automationsingenjör robotik,420,Bunden,100,5,3,150,90.0,30,Västra Götaland,Göteborg,1,False
MYH 2020/4412,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog inom KBT,400,Bunden,100,5,0,175,0.0,35,Västra Götaland,Uddevalla,1,False
MYH 2020/4418,2020,False,Hermods AB Umeå,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,4,0,140,0.0,35,Västerbotten,Umeå,1,False
MYH 2020/4419,2020,False,KYH AB,Privat,Data/IT,.NET Developer,425,Bunden,100,5,0,35,0.0,7,Jämtland,Östersund,5,True
MYH 2020/4419,2020,False,KYH AB,Privat,Data/IT,.NET Developer,425,Bunden,100,5,0,40,0.0,8,Kronoberg,Växjö,5,True
MYH 2020/4419,2020,False,KYH AB,Privat,Data/IT,.NET Developer,425,Bunden,100,5,0,45,0.0,9,Stockholm,Norrtälje,5,True
MYH 2020/4419,2020,False,KYH AB,Privat,Data/IT,.NET Developer,425,Bunden,100,5,0,35,0.0,7,Södermanland,Katrineholm,5,True
MYH 2020/4419,2020,False,KYH AB,Privat,Data/IT,.NET Developer,425,Bunden,100,5,0,20,0.0,4,Södermanland,Vingåker,5,True
MYH 2020/4421,2020,True,"Falköpings kommun, Lärcenter",Kommun,Teknik och tillverkning,Tekniker spårbundna fordon (säkerhetscertifierad),300,Bunden,100,3,3,60,60.0,20,Västra Götaland,Falköping,1,False
MYH 2020/4425,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri och rehab,250,Distans,50,5,0,175,0.0,35,Östergötland,Linköping,1,False
MYH 2020/4429,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Digital Conversion Manager,300,Distans,100,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4430,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Influencer Marketing Manager,300,Bunden,100,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4431,2020,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Influencer Marketing Manager,300,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2020/4432,2020,True,KYH AB,Privat,Data/IT,Applikationsutvecklare mobila enheter,400,Bunden,100,3,3,45,45.0,15,Skåne,Malmö,2,True
MYH 2020/4432,2020,True,KYH AB,Privat,Data/IT,Applikationsutvecklare mobila enheter,400,Bunden,100,3,3,60,60.0,20,Stockholm,Nacka,2,True
MYH 2020/4434,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom akutsjukvård,200,Distans,50,5,0,30,0.0,6,Gotland,Gotland,2,True
MYH 2020/4434,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom akutsjukvård,200,Distans,50,5,0,145,0.0,29,Halland,Halmstad,2,True
MYH 2020/4440,2020,True,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Bunden,100,5,4,175,140.0,35,Skåne,Lund,1,False
MYH 2020/4441,2020,True,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Affärsinriktad Redovisningsekonom,425,Bunden,100,5,3,175,105.0,35,Västra Götaland,Uddevalla,1,False
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,20,12.0,4,Blekinge,Ronneby,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,25,15.0,5,Gävleborg,Gävle,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,20,12.0,4,Gävleborg,Hudiksvall,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,20,12.0,4,Jämtland,Östersund,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,30,18.0,6,Stockholm,Norrtälje,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,25,15.0,5,Södermanland,Eskilstuna,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,20,12.0,4,Södermanland,Katrineholm,8,True
MYH 2020/4442,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare ROT,430,Bunden,100,5,3,15,9.0,3,Södermanland,Vingåker,8,True
MYH 2020/4444,2020,True,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Affärsinriktad Redovisningsekonom,425,Bunden,100,5,3,175,105.0,35,Värmland,Karlstad,1,False
MYH 2020/4447,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri och rehab,250,Distans,50,5,0,175,0.0,35,Skåne,Lund,1,False
MYH 2020/4448,2020,True,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,315,Distans,100,5,3,50,30.0,10,Skåne,Malmö,2,True
MYH 2020/4448,2020,True,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,315,Distans,100,5,3,125,75.0,25,Västra Götaland,Uddevalla,2,True
MYH 2020/4449,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Data/IT,Java-utvecklare,400,Bunden,100,5,3,150,90.0,30,Skåne,Lund,1,False
MYH 2020/4450,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik,200,Distans,50,5,0,175,0.0,35,Södermanland,Katrineholm,1,False
MYH 2020/4451,2020,True,"Lapplands kommunalförbund, Lapplands lärcentra",Kommun,Teknik och tillverkning,Bergmaterialingenjör,400,Distans,100,3,3,75,75.0,25,Norrbotten,Jokkmokk,1,False
MYH 2020/4454,2020,True,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,315,Distans,100,5,3,175,105.0,35,Stockholm,Stockholm,1,False
MYH 2020/4456,2020,False,Plushögskolan AB - Teknikhögskolan,Privat,Data/IT,Agil Projektledare,150,Distans,50,5,0,175,0.0,35,Värmland,Karlstad,1,False
MYH 2020/4458,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Transporttjänster,Transportledare - Grön logistik,400,Distans,100,5,2,175,70.0,35,Västra Götaland,Uddevalla,1,False
MYH 2020/4459,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,200,Distans,50,5,0,175,0.0,35,Dalarna,Borlänge,1,False
MYH 2020/4460,2020,False,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,"Ekonomi, administration och försäljning",Företagssäljare B2B,400,Bunden,100,3,0,75,0.0,25,Södermanland,Eskilstuna,1,False
MYH 2020/4461,2020,False,KYH AB Stockholm,Privat,Samhällsbyggnad och byggteknik,Byggproduktionsledare Nyproduktion,430,Bunden,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2020/4463,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Vård- och stödsamordnare,250,Distans,50,5,0,175,0.0,35,Värmland,Karlstad,1,False
MYH 2020/4464,2020,True,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Distributionselektriker,220,Bunden,100,5,3,125,75.0,25,Skåne,Lund,1,False
MYH 2020/4465,2020,True,Campus Nyköping,Kommun,Pedagogik och undervisning,Specialistbarnskötare,200,Distans,50,3,2,105,70.0,35,Södermanland,Nyköping,1,False
MYH 2020/4466,2020,True,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",B2B-säljare,400,Bunden,100,5,3,175,105.0,35,Örebro,Örebro,1,False
MYH 2020/4467,2020,False,KYH AB Göteborg,Privat,"Ekonomi, administration och försäljning",Content and social media manager,415,Bunden,100,3,0,90,0.0,30,Västra Götaland,Göteborg,1,False
MYH 2020/4468,2020,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik,200,Distans,50,5,0,175,0.0,35,Västra Götaland,Trollhättan,1,False
MYH 2020/4469,2020,False,KYH AB Stockholm,Privat,Data/IT,UX-Designer,400,Bunden,100,3,0,105,0.0,35,Stockholm,Nacka,1,False
MYH 2020/4471,2020,False,Consensum YH Sollentuna,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,3,0,90,0.0,30,Stockholm,Sollentuna,1,False
MYH 2020/4475,2020,True,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Bunden,100,4,4,140,140.0,35,Värmland,Karlstad,1,False
MYH 2020/4480,2020,False,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Inköpare & Upphandlare,420,Bunden,100,5,0,175,0.0,35,Västra Götaland,Uddevalla,1,False
MYH 2020/4481,2020,True,TUC Sweden AB - Yrkeshögskola,Privat,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,300,Distans,100,5,2,175,70.0,35,Jönköping,Jönköping,1,False
MYH 2020/4482,2020,False,KYH AB Malmö,Privat,Data/IT,.NET Developer,430,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2020/4484,2020,False,KYH AB,Privat,"Ekonomi, administration och försäljning",Kvalificerad inköpare - hållbar strategi,400,Bunden,100,3,0,45,0.0,15,Skåne,Malmö,2,True
MYH 2020/4484,2020,False,KYH AB,Privat,"Ekonomi, administration och försäljning",Kvalificerad inköpare - hållbar strategi,400,Bunden,100,3,0,60,0.0,20,Stockholm,Nacka,2,True
MYH 2020/4485,2020,True,Hermods AB Östersund,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,220,Distans,100,4,3,60,45.0,15,Gävleborg,Gävle,2,True
MYH 2020/4485,2020,True,Hermods AB Östersund,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,220,Distans,100,4,3,80,60.0,20,Jämtland,Östersund,2,True
MYH 2020/4486,2020,False,TUC Sweden AB - Yrkeshögskola,Privat,Samhällsbyggnad och byggteknik,Bygglovshandläggare/Byggnadsinspektör,325,Distans,100,4,0,80,0.0,20,Jönköping,Tranås,3,True
MYH 2020/4486,2020,False,TUC Sweden AB - Yrkeshögskola,Privat,Samhällsbyggnad och byggteknik,Bygglovshandläggare/Byggnadsinspektör,325,Distans,100,4,0,40,0.0,10,Kalmar,Västervik,3,True
MYH 2020/4486,2020,False,TUC Sweden AB - Yrkeshögskola,Privat,Samhällsbyggnad och byggteknik,Bygglovshandläggare/Byggnadsinspektör,325,Distans,100,4,0,20,0.0,5,Kronoberg,Ljungby,3,True
MYH 2020/4488,2020,False,KYH AB,Privat,Samhällsbyggnad och byggteknik,Bygglovshandläggare,400,Bunden,100,3,0,30,0.0,10,Gävleborg,Gävle,3,True
MYH 2020/4488,2020,False,KYH AB,Privat,Samhällsbyggnad och byggteknik,Bygglovshandläggare,400,Bunden,100,3,0,30,0.0,10,Gävleborg,Hudiksvall,3,True
MYH 2020/4488,2020,False,KYH AB,Privat,Samhällsbyggnad och byggteknik,Bygglovshandläggare,400,Bunden,100,3,0,30,0.0,10,Gävleborg,Söderhamn,3,True
MYH 2020/4489,2020,False,KYH AB Malmö,Privat,Samhällsbyggnad och byggteknik,Produktionsledare anläggning,440,Bunden,100,5,0,175,0.0,35,Skåne,Malmö,1,False
MYH 2020/4491,2020,False,KYH AB Stockholm,Privat,"Ekonomi, administration och försäljning",Strategisk SEO-specialist,400,Bunden,100,3,0,105,0.0,35,Stockholm,Nacka,1,False
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Gävleborg,Gävle,7,True
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Jämtland,Östersund,7,True
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Skåne,Malmö,7,True
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Stockholm,Norrtälje,7,True
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Södermanland,Eskilstuna,7,True
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Södermanland,Katrineholm,7,True
MYH 2020/4492,2020,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,Solenergiprojektör,425,Bunden,100,5,3,25,15.0,5,Södermanland,Vingåker,7,True
MYH 2020/4493,2020,False,KYH AB Malmö,Privat,"Ekonomi, administration och försäljning",Strategisk SEO-specialist,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2020/4495,2020,False,TUC Sweden AB - Yrkeshögskola,Privat,"Ekonomi, administration och försäljning",Strategisk inköpare/Upphandlare,425,Bunden,100,5,0,50,0.0,10,Kalmar,Vimmerby,2,True
MYH 2020/4495,2020,False,TUC Sweden AB - Yrkeshögskola,Privat,"Ekonomi, administration och försäljning",Strategisk inköpare/Upphandlare,425,Bunden,100,5,0,120,0.0,24,Kalmar,Västervik,2,True
MYH 2020/4497,2020,True,Stiftelsen Stenebyskolan,Privat,Teknik och tillverkning,Finsnickare eller  Möbelrestauratör,400,Bunden,100,5,3,35,21.0,7,Västra Götaland,Bengtsfors,1,False
MYH 2020/4498,2020,False,KYH AB Stockholm,Privat,Data/IT,IT-säkerhetsspecialist - SOC,400,Bunden,100,3,0,105,0.0,35,Stockholm,Nacka,1,False
MYH 2020/4499,2020,False,KYH AB Malmö,Privat,Data/IT,IT-säkerhetsspecialist - SOC,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2020/4505,2020,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Produktionsutveckling Industri 4.0,325,Distans,100,5,0,50,0.0,10,Norrbotten,Kalix,2,True
MYH 2020/4505,2020,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Produktionsutveckling Industri 4.0,325,Distans,100,5,0,100,0.0,20,Norrbotten,Piteå,2,True
MYH 2020/4506,2020,False,Hermods AB Göteborg,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,220,Distans,100,4,0,140,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2020/4516,2020,True,KYH AB,Privat,Data/IT,Programvarutestare,400,Bunden,100,3,3,30,30.0,10,Blekinge,Ronneby,2,True
MYH 2020/4516,2020,True,KYH AB,Privat,Data/IT,Programvarutestare,400,Bunden,100,3,3,60,60.0,20,Stockholm,Nacka,2,True
MYH 2020/4521,2020,True,KYH AB,Privat,Data/IT,Front End Developer,400,Bunden,100,5,3,40,24.0,8,Gävleborg,Gävle,5,True
MYH 2020/4521,2020,True,KYH AB,Privat,Data/IT,Front End Developer,400,Bunden,100,5,3,50,30.0,10,Stockholm,Norrtälje,5,True
MYH 2020/4521,2020,True,KYH AB,Privat,Data/IT,Front End Developer,400,Bunden,100,5,3,35,21.0,7,Södermanland,Eskilstuna,5,True
