Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Huvudmannatyp,Utbildningsområde,Utbildningsnamn,YH-poäng,Studieform,Studietakt %,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2022/4818,2022,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Elnätsspecialist inom vindkraftteknik,300,Distans,100,5,0,160,0.0,32,Västernorrland,Örnsköldsvik,1,False
MYH 2022/4819,2022,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,"Anläggningsingenjör - infrastruktur, miljö och klimat",420,Bunden,100,5,3,30,18.0,6,Norrbotten,Piteå,4,True
MYH 2022/4819,2022,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,"Anläggningsingenjör - infrastruktur, miljö och klimat",420,Bunden,100,5,3,50,30.0,10,Skåne,Malmö,4,True
MYH 2022/4819,2022,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,"Anläggningsingenjör - infrastruktur, miljö och klimat",420,Bunden,100,5,3,50,30.0,10,Stockholm,Stockholm,4,True
MYH 2022/4819,2022,True,KYH AB,Privat,Samhällsbyggnad och byggteknik,"Anläggningsingenjör - infrastruktur, miljö och klimat",420,Bunden,100,5,3,45,27.0,9,Västra Götaland,Göteborg,4,True
MYH 2022/4820,2022,False,Hyper Island Program AB - Stockholm,Privat,"Ekonomi, administration och försäljning",Circular Designer,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4821,2022,False,Svenska Handläggareskolan AB,Privat,"Ekonomi, administration och försäljning",Foreign Aid Coordinator – Liaison in support to the reconstruction of Ukraine,400,Distans,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4822,2022,True,YrkesAkademin YH AB,Privat,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,400,Distans,100,3,3,60,60.0,20,Dalarna,Falun,2,True
MYH 2022/4822,2022,True,YrkesAkademin YH AB,Privat,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,400,Distans,100,3,3,30,30.0,10,Gävleborg,Gävle,2,True
MYH 2022/4823,2022,False,Svenska Handläggareskolan AB,Privat,"Ekonomi, administration och försäljning",Foreign Aid Coordinator – Liaison in support to the reconstruction of Ukraine,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4824,2022,True,Skellefteå kommun Vuxenutbildningen,Kommun,Teknik och tillverkning,Produktionstekniker Automatiserade tillverkningsprocesser,400,Distans,100,5,4,150,96.0,30,Västerbotten,Skellefteå,1,False
MYH 2022/4825,2022,False,Stiftelsen Stockholms Tekniska Institut,Privat,Data/IT,UX-designer,400,Bunden,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4826,2022,True,EC Utbildning AB Västerås,Privat,Data/IT,Frontendutvecklare,400,Bunden,100,3,3,105,105.0,35,Västmanland,Västerås,1,False
MYH 2022/4827,2022,True,Skellefteå kommun Vuxenutbildningen,Kommun,Teknik och tillverkning,Produktionstekniker Digitalisering och datorstödd tillverkning,320,Distans,100,5,3,125,75.0,25,Västerbotten,Skellefteå,1,False
MYH 2022/4828,2022,True,Campus Varberg/Varbergs kommun,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör - energi och teknik,415,Bunden,100,5,3,75,45.0,15,Halland,Varberg,2,True
MYH 2022/4828,2022,True,Campus Varberg/Varbergs kommun,Kommun,Samhällsbyggnad och byggteknik,VVS-ingenjör - energi och teknik,415,Bunden,100,5,3,25,15.0,5,Västra Götaland,Lidköping,2,True
MYH 2022/4829,2022,False,Campus Varberg/Varbergs kommun,Kommun,"Ekonomi, administration och försäljning",Lönekonsult inriktning system,325,Bunden,100,5,0,75,0.0,15,Halland,Varberg,2,True
MYH 2022/4829,2022,False,Campus Varberg/Varbergs kommun,Kommun,"Ekonomi, administration och försäljning",Lönekonsult inriktning system,325,Bunden,100,5,0,25,0.0,5,Västra Götaland,Borås,2,True
MYH 2022/4830,2022,True,Campus Varberg/Varbergs kommun,Kommun,Teknik och tillverkning,Projektledare inriktning vindkraft,220,Distans,100,3,3,60,60.0,20,Halland,Varberg,1,False
MYH 2022/4831,2022,False,Stiftelsen Stockholms Tekniska Institut,Privat,Data/IT,UX-designer,400,Distans,100,4,0,128,0.0,32,Stockholm,Stockholm,1,False
MYH 2022/4832,2022,False,Hyper Island Program AB - Stockholm,Privat,"Ekonomi, administration och försäljning",Innovation Lead,225,Distans,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4833,2022,True,"Göteborgs Stad, Yrgo",Kommun,"Hotell, restaurang och turism",Hospitality Management,400,Bunden,100,5,3,140,84.0,28,Västra Götaland,Göteborg,1,False
MYH 2022/4835,2022,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,"Hotell, restaurang och turism",Gruppreseproducent,100,Distans,50,4,0,120,0.0,30,Stockholm,Stockholm,1,False
MYH 2022/4836,2022,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,Teknik och tillverkning,"Teater-, Event- & Scentekniker",400,Bunden,100,5,3,100,60.0,20,Stockholm,Stockholm,1,False
MYH 2022/4837,2022,False,Stiftelsen Stockholms Tekniska Institut,Privat,Samhällsbyggnad och byggteknik,Infrastrukturprojektör BIM,420,Distans,100,4,0,120,0.0,30,Stockholm,Stockholm,1,False
MYH 2022/4838,2022,True,ALEA Kompetenshöjning AB,Privat,Samhällsbyggnad och byggteknik,Rörnätstekniker/Arbetsledare–Rörnätsteknik,400,Distans,100,5,3,100,60.0,20,Kalmar,Kalmar,1,False
MYH 2022/4839,2022,False,Företagsuniversitetet AB,Privat,Säkerhetstjänster,"Säkerhetsspecialist med inriktning mot samhällssäkerhet, säkerhetsskydd och totalförsvar",100,Distans,50,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4840,2022,False,Hyper Island Program AB - Stockholm,Privat,Data/IT,UI Designer,325,Distans,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4841,2022,False,Lunds kommun Komvux,Kommun,"Ekonomi, administration och försäljning",Medicinsk vårdadministratör,400,Bunden,100,5,0,125,0.0,25,Skåne,Lund,1,False
MYH 2022/4842,2022,True,Östsvenska Yrkeshögskolan AB,Privat,Teknik och tillverkning,Rörtekniker med svetscertifikat,400,Bunden,100,3,3,45,45.0,15,Östergötland,Norrköping,1,False
MYH 2022/4843,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom äldreomsorg och välfärdsteknik,210,Distans,50,5,0,50,0.0,10,Skåne,Malmö,4,True
MYH 2022/4843,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom äldreomsorg och välfärdsteknik,210,Distans,50,5,0,75,0.0,15,Stockholm,Stockholm,4,True
MYH 2022/4843,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom äldreomsorg och välfärdsteknik,210,Distans,50,5,0,25,0.0,5,Västernorrland,Örnsköldsvik,4,True
MYH 2022/4843,2022,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom äldreomsorg och välfärdsteknik,210,Distans,50,5,0,25,0.0,5,Västra Götaland,Vänersborg,4,True
MYH 2022/4844,2022,True,"Klippans kommun, Flygteknikcenter",Kommun,Teknik och tillverkning,Flygtekniker,420,Bunden,100,5,5,110,110.0,22,Skåne,Klippan,1,False
MYH 2022/4845,2022,True,Lernia Utbildning AB,Privat,Teknik och tillverkning,Certifierad produktionstekniker,230,Distans,100,3,3,60,60.0,20,Norrbotten,Piteå,1,False
MYH 2022/4846,2022,False,Östsvenska Yrkeshögskolan AB,Privat,Data/IT,Software developer embedded systems/Internet of Things,400,Bunden,100,3,0,90,0.0,30,Östergötland,Linköping,1,False
MYH 2022/4847,2022,False,Hyper Island Program AB - Stockholm,Privat,"Ekonomi, administration och försäljning",Conversion Specialist,400,Bunden,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4848,2022,False,Creando AB,Privat,Teknik och tillverkning,Drifttekniker - processoperatör,400,Distans,100,5,0,100,0.0,20,Västmanland,Västerås,1,False
MYH 2022/4849,2022,False,Lernia Utbildning AB,Privat,Teknik och tillverkning,Strategisk underhållstekniker Industri 4.0,230,Distans,100,3,0,60,0.0,20,Västra Götaland,Göteborg,1,False
MYH 2022/4850,2022,False,EC Utbildning AB Stockholm,Privat,Data/IT,Frontendutvecklare,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2022/4851,2022,True,Creando AB,Privat,Teknik och tillverkning,Drifttekniker - processoperatör,400,Distans,100,5,4,100,80.0,20,Västernorrland,Sundsvall,1,False
MYH 2022/4852,2022,False,"Göteborgs Stad, Yrgo",Kommun,Journalistik och information,Tjänstedesigner,400,Bunden,100,3,0,90,0.0,30,Västra Götaland,Göteborg,1,False
MYH 2022/4853,2022,False,Lernia Utbildning AB,Privat,Teknik och tillverkning,Strategisk underhållstekniker Industri 4.0,230,Distans,100,3,0,60,0.0,20,Gävleborg,Gävle,1,False
MYH 2022/4854,2022,False,NBI,Privat,"Ekonomi, administration och försäljning",Inköp & Supply Management,425,Bunden,100,3,0,90,0.0,30,Halland,Halmstad,1,False
MYH 2022/4855,2022,False,MedLearn AB,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Distans,100,4,0,140,0.0,35,Halland,Halmstad,1,False
MYH 2022/4856,2022,True,Stenungsunds kommun,Kommun,Teknik och tillverkning,Drifttekniker kemisk industri,400,Bunden,100,5,3,130,78.0,26,Västra Götaland,Stenungsund,1,False
MYH 2022/4857,2022,True,NBI,Privat,"Ekonomi, administration och försäljning",Inköp & Supply Management,425,Bunden,100,3,3,105,105.0,35,Skåne,Malmö,1,False
MYH 2022/4858,2022,False,Landstinget Västernorrland,Region,"Hotell, restaurang och turism",Naturguide Höga Kusten - Fjäll till hav,400,Bunden,100,5,0,75,0.0,15,Västerbotten,Dorotea,2,True
MYH 2022/4858,2022,False,Landstinget Västernorrland,Region,"Hotell, restaurang och turism",Naturguide Höga Kusten - Fjäll till hav,400,Bunden,100,5,0,75,0.0,15,Västernorrland,Örnsköldsvik,2,True
MYH 2022/4860,2022,False,JENSEN Education School AB,Privat,Data/IT,AI Developer,400,Bunden,100,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4861,2022,False,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Bunden,100,2,0,30,0.0,15,Jönköping,Gislaved,2,True
MYH 2022/4861,2022,False,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Bunden,100,2,0,36,0.0,18,Östergötland,Linköping,2,True
MYH 2022/4862,2022,False,"Göteborgs Stad, Yrgo",Kommun,"Ekonomi, administration och försäljning",Administratör inom vård och omsorg och funktionsstöd,200,Distans,75,5,0,175,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4863,2022,False,Skellefteå kommun Vuxenutbildningen,Kommun,"Hotell, restaurang och turism",Destination- & Tourism Coordinator,200,Distans,100,3,0,75,0.0,25,Västerbotten,Skellefteå,1,False
MYH 2022/4864,2022,False,ABF-S Avdelning i Stockholm,Privat,Hälso- och sjukvård samt socialt arbete,Palliativ vård och avancerad hemsjukvård,210,Distans,50,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4865,2022,False,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Bunden,100,3,0,75,0.0,25,Jönköping,Jönköping,1,False
MYH 2022/4866,2022,False,MedLearn AB,Privat,"Ekonomi, administration och försäljning",Utvecklingsledare digitalisering och välfärdsteknik,300,Distans,100,2,0,70,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4867,2022,False,ABF-S Avdelning i Stockholm,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska akutsjukvård,210,Distans,50,3,0,15,0.0,5,Gotland,Gotland,2,True
MYH 2022/4867,2022,False,ABF-S Avdelning i Stockholm,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska akutsjukvård,210,Distans,50,3,0,90,0.0,30,Stockholm,Stockholm,2,True
MYH 2022/4868,2022,True,Iterum Education AB,Privat,"Ekonomi, administration och försäljning",Lönespecialist,300,Distans,75,3,2,105,70.0,35,Jämtland,Östersund,1,False
MYH 2022/4869,2022,True,"Luleå kommun, Vuxenutbildningen",Kommun,Samhällsbyggnad och byggteknik,VVS- och energiingenjör,400,Distans,100,3,3,75,75.0,25,Norrbotten,Luleå,1,False
MYH 2022/4870,2022,False,JENSEN Education School AB,Privat,Data/IT,Systemutvecklare med testinriktning,400,Bunden,100,3,0,90,0.0,30,Västra Götaland,Göteborg,1,False
MYH 2022/4871,2022,False,ABF-S Avdelning i Stockholm,Privat,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,400,Distans,100,3,0,75,0.0,25,Stockholm,Stockholm,2,True
MYH 2022/4871,2022,False,ABF-S Avdelning i Stockholm,Privat,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,400,Distans,100,3,0,30,0.0,10,Uppsala,Enköping,2,True
MYH 2022/4872,2022,False,Iterum Education AB,Privat,"Ekonomi, administration och försäljning",Lönespecialist,300,Distans,75,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4873,2022,False,JENSEN Education School AB,Privat,Data/IT,IT-/cybersäkerhetstekniker,400,Distans,100,3,0,39,0.0,13,Skåne,Malmö,3,True
MYH 2022/4873,2022,False,JENSEN Education School AB,Privat,Data/IT,IT-/cybersäkerhetstekniker,400,Distans,100,3,0,36,0.0,12,Stockholm,Stockholm,3,True
MYH 2022/4873,2022,False,JENSEN Education School AB,Privat,Data/IT,IT-/cybersäkerhetstekniker,400,Distans,100,3,0,30,0.0,10,Västra Götaland,Göteborg,3,True
MYH 2022/4874,2022,True,MedLearn AB,Privat,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska operation, anestesi och intensivvård",200,Distans,50,3,3,105,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4875,2022,True,"Region Kronoberg, YH Region Kronoberg",Region,"Ekonomi, administration och försäljning",Medicinsk vårdadministratör,400,Bunden,100,3,3,60,60.0,20,Kronoberg,Växjö,1,False
MYH 2022/4876,2022,False,TUC Sweden AB - Yrkeshögskola,Privat,Teknik och tillverkning,Elkonstruktör,420,Bunden,100,5,0,150,0.0,30,Stockholm,Stockholm,1,False
MYH 2022/4877,2022,False,JENSEN Education School AB,Privat,Data/IT,Cloudutvecklare AWS,400,Bunden,100,3,0,90,0.0,30,Skåne,Malmö,1,False
MYH 2022/4878,2022,False,JENSEN Education School AB,Privat,Data/IT,Cloudutvecklare Azure,400,Bunden,100,3,0,96,0.0,32,Skåne,Malmö,1,False
MYH 2022/4879,2022,False,Grit Academy,Privat,Teknik och tillverkning,Solcellsinstallatör,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/4880,2022,False,Yrkeshögskolan för Hudvård & Spa AB,Privat,Friskvård och kroppsvård,Hud- och massageterapeut,300,Bunden,100,5,0,100,0.0,20,Stockholm,Solna,1,False
MYH 2022/4881,2022,False,MedLearn AB,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska barn- och ungdomssjukvård,200,Distans,50,2,0,64,0.0,32,Östergötland,Linköping,1,False
MYH 2022/4882,2022,False,JENSEN Education School AB,Privat,Data/IT,Frontendutvecklare,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/4883,2022,False,Östsvenska Yrkeshögskolan AB,Privat,"Hotell, restaurang och turism",Management inom hotell- och besöksnäringen,300,Bunden,100,3,0,60,0.0,20,Östergötland,Söderköping,1,False
MYH 2022/4884,2022,True,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Data Center Technician,415,Distans,100,3,3,90,90.0,30,Södermanland,Eskilstuna,1,False
MYH 2022/4885,2022,False,Företagsuniversitetet AB,Privat,Säkerhetstjänster,Säkerhetskoordinator,200,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/4886,2022,False,Handelsakademin i Göteborg AB,Privat,Data/IT,Mjukvarutestare med agila testmetoder,400,Bunden,100,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4888,2022,True,Iterum Education AB,Privat,"Ekonomi, administration och försäljning",Redovisningsekonom,400,Distans,100,3,3,105,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4889,2022,False,Iris Hadar AB,Privat,"Ekonomi, administration och försäljning",Processledare digitalisering offentlig sektor,300,Distans,100,1,0,20,0.0,20,Stockholm,Stockholm,1,False
MYH 2022/4890,2022,False,Företagsuniversitetet AB,Privat,Data/IT,"Säkerhetsspecialist med inriktning mot informations-, IT- och cybersäkerhet",100,Distans,50,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4891,2022,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,Data/IT,Cybersäkerhetsspecialist,400,Bunden,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4892,2022,False,Movant AB,Privat,Data/IT,Mjukvaruutvecklare inbyggda system,400,Bunden,100,3,0,96,0.0,32,Västra Götaland,Göteborg,1,False
MYH 2022/4893,2022,False,Handelsakademin i Göteborg AB,Privat,Data/IT,Systemutvecklare - Objektorienterad Systemutveckling,400,Bunden,100,3,0,60,0.0,20,Norrbotten,Luleå,2,True
MYH 2022/4893,2022,False,Handelsakademin i Göteborg AB,Privat,Data/IT,Systemutvecklare - Objektorienterad Systemutveckling,400,Bunden,100,3,0,30,0.0,10,Västerbotten,Umeå,2,True
MYH 2022/4894,2022,False,Movant AB,Privat,Samhällsbyggnad och byggteknik,Ventilationstekniker Göteborg,300,Bunden,100,3,0,96,0.0,32,Västra Götaland,Göteborg,1,False
MYH 2022/4895,2022,False,Movant AB,Privat,Samhällsbyggnad och byggteknik,Ventilationstekniker Stockholm,300,Bunden,100,3,0,96,0.0,32,Stockholm,Stockholm,1,False
MYH 2022/4896,2022,True,"Luleå kommun, Vuxenutbildningen",Kommun,Teknik och tillverkning,Järnvägstekniker / Kvalificerad bantekniker,200,Distans,100,5,5,100,100.0,20,Norrbotten,Luleå,1,False
MYH 2022/4897,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,200,Bunden,50,5,0,15,0.0,3,Kronoberg,Markaryd,6,True
MYH 2022/4897,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,200,Bunden,50,5,0,50,0.0,10,Skåne,Helsingborg,6,True
MYH 2022/4897,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,200,Bunden,50,5,0,20,0.0,4,Skåne,Hässleholm,6,True
MYH 2022/4897,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,200,Bunden,50,5,0,30,0.0,6,Skåne,Kristianstad,6,True
MYH 2022/4897,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,200,Bunden,50,5,0,30,0.0,6,Skåne,Malmö,6,True
MYH 2022/4897,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - psykiatri,200,Bunden,50,5,0,15,0.0,3,Skåne,Osby,6,True
MYH 2022/4898,2022,False,Stockholms Internationella Handelsskola AB,Privat,"Ekonomi, administration och försäljning",Internationell inköpare,400,Distans,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2022/4899,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - habilitering och rehabilitering,200,Bunden,50,5,0,15,0.0,3,Kronoberg,Markaryd,6,True
MYH 2022/4899,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - habilitering och rehabilitering,200,Bunden,50,5,0,50,0.0,10,Skåne,Helsingborg,6,True
MYH 2022/4899,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - habilitering och rehabilitering,200,Bunden,50,5,0,20,0.0,4,Skåne,Hässleholm,6,True
MYH 2022/4899,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - habilitering och rehabilitering,200,Bunden,50,5,0,30,0.0,6,Skåne,Kristianstad,6,True
MYH 2022/4899,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - habilitering och rehabilitering,200,Bunden,50,5,0,25,0.0,5,Skåne,Malmö,6,True
MYH 2022/4899,2022,False,"Kristianstad kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - habilitering och rehabilitering,200,Bunden,50,5,0,20,0.0,4,Skåne,Osby,6,True
MYH 2022/4900,2022,True,"Göteborgs Stad, Yrgo",Kommun,"Hotell, restaurang och turism",Event Marketing & Management,400,Bunden,100,5,3,170,102.0,34,Västra Götaland,Göteborg,1,False
MYH 2022/4901,2022,True,"Luleå kommun, Vuxenutbildningen",Kommun,Teknik och tillverkning,Järnvägstekniker / Kvalificerad kontaktledningstekniker,200,Distans,100,5,5,100,100.0,20,Norrbotten,Luleå,1,False
MYH 2022/4902,2022,False,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,"Kultur, media och design",Artivisual Communication Designer,400,Bunden,100,5,0,100,0.0,20,Stockholm,Stockholm,1,False
MYH 2022/4903,2022,False,Movant AB,Privat,Samhällsbyggnad och byggteknik,VVS-tekniker Göteborg,400,Bunden,100,3,0,96,0.0,32,Västra Götaland,Göteborg,1,False
MYH 2022/4904,2022,True,Movant AB,Privat,Samhällsbyggnad och byggteknik,VVS-tekniker Malmö/Lund,400,Bunden,100,3,3,96,96.0,32,Skåne,Lund,1,False
MYH 2022/4905,2022,False,Movant AB,Privat,Samhällsbyggnad och byggteknik,VVS-tekniker Stockholm,400,Bunden,100,3,0,96,0.0,32,Stockholm,Stockholm,1,False
MYH 2022/4906,2022,True,Plushögskolan AB - Teknikhögskolan,Privat,Samhällsbyggnad och byggteknik,Anläggningsingenjör väg och vatten,410,Bunden,100,5,3,175,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4907,2022,False,Lernia Utbildning AB,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2022/4908,2022,True,"Luleå kommun, Vuxenutbildningen",Kommun,Teknik och tillverkning,Järnvägstekniker / Kvalificerad signaltekniker,200,Distans,100,5,5,100,100.0,20,Norrbotten,Luleå,1,False
MYH 2022/4909,2022,True,Campus Nyköping,Kommun,Teknik och tillverkning,Fibertekniker,215,Distans,100,3,3,90,90.0,30,Södermanland,Nyköping,1,False
MYH 2022/4910,2022,True,"ITH, Institutet För Tillämpad Hydraulik",Privat,Teknik och tillverkning,Hydraulsystemtekniker,315,Bunden,100,5,3,100,60.0,20,Västernorrland,Örnsköldsvik,1,False
MYH 2022/4911,2022,True,"ITH, Institutet För Tillämpad Hydraulik",Privat,Teknik och tillverkning,Hydraultekniker,150,Distans,100,5,3,100,60.0,20,Västernorrland,Örnsköldsvik,1,False
MYH 2022/4912,2022,False,Företagsuniversitetet AB,Privat,Samhällsbyggnad och byggteknik,Säkerhetsspecialist med inriktning mot säkerhetsteknik och projektering,100,Distans,50,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2022/4913,2022,False,Bergströms Kunskapsföretag AB,Privat,Hälso- och sjukvård samt socialt arbete,"Auktoriserad A-terapeut, AAT",600,Distans,100,5,0,60,0.0,12,Västra Götaland,Trollhättan,1,False
MYH 2022/4914,2022,False,YrkesAkademin YH AB,Privat,Data/IT,RPA-utvecklare,235,Distans,100,3,0,75,0.0,25,Stockholm,Stockholm,1,False
MYH 2022/4915,2022,True,"Härnösands kommun, Yrkeshögskolan",Kommun,"Lantbruk, djurvård, trädgård, skog och fiske",Stadsodlare,400,Distans,100,2,2,40,40.0,20,Västernorrland,Härnösand,1,False
MYH 2022/4916,2022,False,Trelleborgs kommun,Kommun,Teknik och tillverkning,Affärs- och Produktionsutveckling inom Cirkulär produktion,250,Distans,100,3,0,75,0.0,25,Skåne,Trelleborg,1,False
MYH 2022/4917,2022,False,"Härnösands kommun, Yrkeshögskolan",Kommun,Teknik och tillverkning,Underhållsingenjör,400,Distans,100,4,0,80,0.0,20,Västernorrland,Härnösand,1,False
MYH 2022/4918,2022,True,"Mariestads kommun, Dacapo Mariestad",Kommun,Samhällsbyggnad och byggteknik,Fönsterhantverkare- traditionella hantverkstekniker,200,Bunden,100,5,3,70,42.0,14,Västra Götaland,Mariestad,1,False
MYH 2022/4919,2022,False,Handelsakademin i Göteborg AB,Privat,"Ekonomi, administration och försäljning",Digital Marketing Specialist,400,Bunden,100,3,0,30,0.0,10,Halland,Halmstad,2,True
MYH 2022/4919,2022,False,Handelsakademin i Göteborg AB,Privat,"Ekonomi, administration och försäljning",Digital Marketing Specialist,400,Bunden,100,3,0,75,0.0,25,Skåne,Malmö,2,True
MYH 2022/4920,2022,False,"Härnösands kommun, Yrkeshögskolan",Kommun,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska, hälsa samt re- och habilitering.",210,Distans,50,3,0,60,0.0,20,Västernorrland,Härnösand,1,False
MYH 2022/4921,2022,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,"Ekonomi, administration och försäljning",Redovisningskonsult,400,Bunden,100,5,3,175,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4922,2022,True,Handelsakademin i Göteborg AB,Privat,"Ekonomi, administration och försäljning",Säljare B2B/Account Manager,400,Bunden,100,3,3,60,60.0,20,Halland,Halmstad,2,True
MYH 2022/4922,2022,True,Handelsakademin i Göteborg AB,Privat,"Ekonomi, administration och försäljning",Säljare B2B/Account Manager,400,Bunden,100,3,3,45,45.0,15,Kronoberg,Växjö,2,True
MYH 2022/4923,2022,True,Medieinstitutet i Sverige AB,Privat,Data/IT,Webbutvecklare inom e-handel,410,Bunden,100,3,3,105,105.0,35,Stockholm,Stockholm,1,False
MYH 2022/4924,2022,False,"Göteborgs Stad, Yrgo",Kommun,"Ekonomi, administration och försäljning",Innovation Process Leader,400,Bunden,100,3,0,21,0.0,7,Norrbotten,Piteå,2,True
MYH 2022/4924,2022,False,"Göteborgs Stad, Yrgo",Kommun,"Ekonomi, administration och försäljning",Innovation Process Leader,400,Bunden,100,3,0,69,0.0,23,Västra Götaland,Göteborg,2,True
MYH 2022/4925,2022,False,YA Yrkeshögskola AB - Dinnovate,Privat,"Ekonomi, administration och försäljning",Content writer & SEO specialist,300,Distans,100,3,0,75,0.0,25,Stockholm,Stockholm,2,True
