Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Utbildningsnamn,Utbildningsområde,YH-poäng,Beviljade platser,Beviljade platser totalt,Start,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2024/1291,2024,True,ALEA Kompetenshöjning AB,Maskinsystem och fossilfri framdrift i sjötrafiken,Teknik och tillverkning,40,20,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1291,2024,True,ALEA Kompetenshöjning AB,Maskinsystem och fossilfri framdrift i sjötrafiken,Teknik och tillverkning,40,20,40,2025,Stockholm,Stockholm,1,False
MYH 2024/1292,2024,True,John Ericsson Institutet,"Energieffektivisering, driftoptimering och hållbar utveckling",Samhällsbyggnad och byggteknik,30,35,70,2024,Stockholm,Stockholm,1,False
MYH 2024/1292,2024,True,John Ericsson Institutet,"Energieffektivisering, driftoptimering och hållbar utveckling",Samhällsbyggnad och byggteknik,30,35,70,2025,Stockholm,Stockholm,1,False
MYH 2024/1294,2024,True,Karlskoga kommun,Automation och kollaborativa robotar - för industriarbetare ,Teknik och tillverkning,35,30,60,2024,Örebro,Karlskoga,1,False
MYH 2024/1294,2024,True,Karlskoga kommun,Automation och kollaborativa robotar - för industriarbetare ,Teknik och tillverkning,35,30,60,2025,Örebro,Karlskoga,1,False
MYH 2024/1295,2024,True,TUC Sweden AB - Yrkeshögskola,Data Governance,Data/IT,30,30,30,2024,,,5,True
MYH 2024/1296,2024,True,John Ericsson Institutet,Fastighetsautomation,Samhällsbyggnad och byggteknik,20,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1297,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,AI-driven innehållsproduktion,"Kultur, media och design",60,35,35,2024,,,2,True
MYH 2024/1298,2024,True,ALEA Kompetenshöjning AB,Rörnätsinspektör Mark,Samhällsbyggnad och byggteknik,45,15,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1298,2024,True,ALEA Kompetenshöjning AB,Rörnätsinspektör Mark,Samhällsbyggnad och byggteknik,45,15,30,2025,Stockholm,Stockholm,1,False
MYH 2024/1299,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,AI-verktyg och metoder för framtidens klassrum,Pedagogik och undervisning,70,35,35,2024,Skåne,Malmö,1,False
MYH 2024/1300,2024,False,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Cross Mobile Publishing med React Native och AI-stöd,Data/IT,90,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1301,2024,True,John Ericsson Institutet,Digital transformation för fastighetsbranschen,Samhällsbyggnad och byggteknik,30,32,64,2024,Skåne,Malmö,1,False
MYH 2024/1301,2024,True,John Ericsson Institutet,Digital transformation för fastighetsbranschen,Samhällsbyggnad och byggteknik,30,32,64,2025,Skåne,Malmö,1,False
MYH 2024/1302,2024,False,Sveriges Yrkeshögskola AB - Stockholm Yrkeshögskola,Cybersäkerhet Basnivå,Data/IT,50,0,0,2024,,,2,True
MYH 2024/1303,2024,True,John Ericsson Institutet,Återbruk och cirkularitet inom bygg & fastighet,Samhällsbyggnad och byggteknik,30,32,64,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1303,2024,True,John Ericsson Institutet,Återbruk och cirkularitet inom bygg & fastighet,Samhällsbyggnad och byggteknik,30,32,64,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1304,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Digital propaganda,Journalistik och information,60,35,35,2024,,,2,True
MYH 2024/1305,2024,False,Sveriges Yrkeshögskola AB - Stockholm Yrkeshögskola,Offensiv cybersäkerhet,Data/IT,80,0,0,2024,,,2,True
MYH 2024/1306,2024,True,John Ericsson Institutet,Hållbar utveckling inom Bygg- och Fastighetsbranschen,Samhällsbyggnad och byggteknik,50,35,35,2024,Skåne,Malmö,1,False
MYH 2024/1307,2024,True,Nercia Utbildning,Solenergi- och batterilagring,Teknik och tillverkning,60,30,60,2024,Västmanland,Västerås,1,False
MYH 2024/1307,2024,True,Nercia Utbildning,Solenergi- och batterilagring,Teknik och tillverkning,60,30,60,2025,Västmanland,Västerås,1,False
MYH 2024/1308,2024,True,Lernia Utbildning AB,CNC-teknik CAD & CAM,Teknik och tillverkning,40,15,15,2024,,,3,True
MYH 2024/1309,2024,True,John Ericsson Institutet,Vätgas för fastigheter,Teknik och tillverkning,40,30,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1310,2024,False,John Ericsson Institutet,Vätgaslagring,Teknik och tillverkning,40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1311,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",AI i skolan,Pedagogik och undervisning,25,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1312,2024,False,John Ericsson Institutet,Strategisk fastighetsförvaltning,Samhällsbyggnad och byggteknik,35,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1313,2024,True,Stockholm School of Business,Systemförvaltning för lönespecialister,"Ekonomi, administration och försäljning",50,40,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1313,2024,True,Stockholm School of Business,Systemförvaltning för lönespecialister,"Ekonomi, administration och försäljning",50,40,80,2025,Stockholm,Stockholm,1,False
MYH 2024/1314,2024,False,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,Tillämpad AI för utvecklare,Data/IT,35,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1315,2024,True,Stockholm School of Business,Digital transformation för lönespecialister,"Ekonomi, administration och försäljning",30,50,100,2024,Stockholm,Stockholm,1,False
MYH 2024/1315,2024,True,Stockholm School of Business,Digital transformation för lönespecialister,"Ekonomi, administration och försäljning",30,50,100,2025,Stockholm,Stockholm,1,False
MYH 2024/1316,2024,True,"Enköpings kommun, Yrkeshögskolan i Enköping",Ekosystemtjänster - grönblå utemiljöer,"Lantbruk, djurvård, trädgård, skog och fiske",10,30,30,2024,,,2,True
MYH 2024/1317,2024,True,Stockholm School of Business,Förändringsledning för hållbart företagande,"Ekonomi, administration och försäljning",40,50,50,2024,Skåne,Malmö,1,False
MYH 2024/1318,2024,True,Stockholm School of Business,Arbetsrätt,Juridik,30,60,120,2024,Stockholm,Stockholm,1,False
MYH 2024/1318,2024,True,Stockholm School of Business,Arbetsrätt,Juridik,30,60,120,2025,Stockholm,Stockholm,1,False
MYH 2024/1319,2024,True,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Relä och kontrollanläggningar i Elkraftsystem,Teknik och tillverkning,95,25,25,2025,Västmanland,Västerås,1,False
MYH 2024/1320,2024,False,Stockholm School of Business,AI för SME-bolag,"Ekonomi, administration och försäljning",30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1321,2024,False,Stockholm School of Business,AI-lösningar i försäljningsprocessen ,"Ekonomi, administration och försäljning",30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1322,2024,True,Lexicon Yrkeshögskola AB,Digitalisera dina utbildningar,Pedagogik och undervisning,50,35,70,2024,Stockholm,Stockholm,1,False
MYH 2024/1322,2024,True,Lexicon Yrkeshögskola AB,Digitalisera dina utbildningar,Pedagogik och undervisning,50,35,70,2025,Stockholm,Stockholm,1,False
MYH 2024/1323,2024,True,Karlskoga kommun,"Avancerad CNC-teknik inriktning mätteknik, materiallära & skärteknik - för CNC-operatörer  ",Teknik och tillverkning,35,30,60,2024,Örebro,Karlskoga,1,False
MYH 2024/1323,2024,True,Karlskoga kommun,"Avancerad CNC-teknik inriktning mätteknik, materiallära & skärteknik - för CNC-operatörer  ",Teknik och tillverkning,35,30,60,2025,Örebro,Karlskoga,1,False
MYH 2024/1324,2024,False,Karlskoga kommun,Kvalitetsarbete och LEAN utifrån ett hållbart perspektiv - för industriarbetare ,Teknik och tillverkning,35,0,0,2024,Örebro,Karlskoga,1,False
MYH 2024/1327,2024,True,Stockholms Stadsmission,"Ungdomskriminalitet: förekomst, förebyggande arbete och exitprocesser",Hälso- och sjukvård samt socialt arbete,30,40,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1328,2024,False,"Göteborgs Stad, Yrgo",Creo för CAD-konstruktörer,Teknik och tillverkning,20,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1329,2024,True,Stockholms Stadsmission,Våld i nära relationer,Hälso- och sjukvård samt socialt arbete,25,40,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1330,2024,False,Trelleborgs kommun,Drift- och planeringsansvar inom hotell och restaurang,"Ekonomi, administration och försäljning",50,0,0,2024,Skåne,Trelleborg,1,False
MYH 2024/1331,2024,False,Dans i Göteborg AB,Ljusteknik och ljusdesign inom scen och event,Teknik och tillverkning,50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1332,2024,False,Trelleborgs kommun,Kundservice och försäljning inom hotell och reception,"Hotell, restaurang och turism",40,0,0,2024,Skåne,Trelleborg,1,False
MYH 2024/1333,2024,True,Båstads kommun Akademi Båstad,Hållbar utveckling inom besöksnäringen,"Hotell, restaurang och turism",30,15,15,2024,Skåne,Båstad,1,False
MYH 2024/1334,2024,False,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,DevOps för utvecklare,Data/IT,60,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1336,2024,True,Nercia Utbildning,Försäljning av hållbara energilösningar,"Ekonomi, administration och försäljning",95,35,70,2024,Västmanland,Västerås,1,False
MYH 2024/1336,2024,True,Nercia Utbildning,Försäljning av hållbara energilösningar,"Ekonomi, administration och försäljning",95,35,70,2025,Västmanland,Västerås,1,False
MYH 2024/1337,2024,False,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Logistisk samordning,"Ekonomi, administration och försäljning",95,0,0,2024,Västmanland,Västerås,1,False
MYH 2024/1338,2024,True,"Kunskapsförbundet Väst, Vuxenutbildningen",Välfärdsteknologi,Hälso- och sjukvård samt socialt arbete,50,70,70,2025,Västra Götaland,Vänersborg,1,False
MYH 2024/1340,2024,False,Amsac AB,"Applied AI, combined coding and basic computer science",Data/IT,60,0,0,2024,Stockholm,Botkyrka,1,False
MYH 2024/1341,2024,False,Yrkeshögskola Campus Mölndal,Kommunikativt förhållningssätt och AKK,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Västra Götaland,Mölndal,1,False
MYH 2024/1342,2024,True,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,"Hälsa, prevention och rehabilitering",Hälso- och sjukvård samt socialt arbete,50,40,80,2024,Uppsala,Uppsala,1,False
MYH 2024/1342,2024,True,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,"Hälsa, prevention och rehabilitering",Hälso- och sjukvård samt socialt arbete,50,40,80,2025,Uppsala,Uppsala,1,False
MYH 2024/1343,2024,False,Newton Kompetensutveckling AB,Cirkulär ekonomi inom samhällsbyggnad,"Ekonomi, administration och försäljning",30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1344,2024,False,Newton Kompetensutveckling AB,Cirkulär ekonomi inom samhällsbyggnad,"Ekonomi, administration och försäljning",30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1345,2024,True,"Göteborgs Stad, Yrgo",Informationssäkerhet för IT-personal,Data/IT,20,27,27,2024,,,2,True
MYH 2024/1347,2024,True,"Göteborgs Stad, Yrgo","Säkerhetssamordning - möten, evenemang och upplevelser",Säkerhetstjänster,40,25,50,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1347,2024,True,"Göteborgs Stad, Yrgo","Säkerhetssamordning - möten, evenemang och upplevelser",Säkerhetstjänster,40,25,50,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1348,2024,True,Newton Kompetensutveckling AB,Energioptimering,Samhällsbyggnad och byggteknik,60,25,25,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1349,2024,True,Newton Kompetensutveckling AB,Energioptimering,Samhällsbyggnad och byggteknik,60,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1350,2024,True,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Existentiell hälsa i palliativ vård,Hälso- och sjukvård samt socialt arbete,40,40,80,2024,Uppsala,Uppsala,1,False
MYH 2024/1350,2024,True,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Existentiell hälsa i palliativ vård,Hälso- och sjukvård samt socialt arbete,40,40,80,2025,Uppsala,Uppsala,1,False
MYH 2024/1351,2024,True,Newton Kompetensutveckling AB,GDPR för IT-sektorn,Juridik,45,40,40,2024,Skåne,Malmö,1,False
MYH 2024/1352,2024,True,Newton Kompetensutveckling AB,Hållbarhetsdeklarationer – CSRD för bygg- och fastighetsbranscherna,"Ekonomi, administration och försäljning",30,40,80,2024,Skåne,Malmö,1,False
MYH 2024/1352,2024,True,Newton Kompetensutveckling AB,Hållbarhetsdeklarationer – CSRD för bygg- och fastighetsbranscherna,"Ekonomi, administration och försäljning",30,40,80,2025,Skåne,Malmö,1,False
MYH 2024/1353,2024,True,Medieinstitutet i Sverige AB,Social Media Marketing,"Ekonomi, administration och försäljning",30,80,160,2024,Stockholm,Stockholm,1,False
MYH 2024/1353,2024,True,Medieinstitutet i Sverige AB,Social Media Marketing,"Ekonomi, administration och försäljning",30,80,160,2025,Stockholm,Stockholm,1,False
MYH 2024/1354,2024,True,Medieinstitutet i Sverige AB,Lagar och regler för kommunikatörer och marknadsförare,Juridik,35,70,140,2024,Stockholm,Stockholm,1,False
MYH 2024/1354,2024,True,Medieinstitutet i Sverige AB,Lagar och regler för kommunikatörer och marknadsförare,Juridik,35,70,140,2025,Stockholm,Stockholm,1,False
MYH 2024/1355,2024,False,Yrkeshögskola Campus Mölndal,Vägledande förhållningssätt och evidensbaserad praktik.,"Ekonomi, administration och försäljning",30,0,0,2024,Västra Götaland,Mölndal,1,False
MYH 2024/1356,2024,True,Medieinstitutet i Sverige AB,Förändringskommunikation,Journalistik och information,30,50,100,2024,Stockholm,Stockholm,1,False
MYH 2024/1356,2024,True,Medieinstitutet i Sverige AB,Förändringskommunikation,Journalistik och information,30,50,100,2025,Stockholm,Stockholm,1,False
MYH 2024/1357,2024,True,Lernia Utbildning AB,CNC-teknik ritteknik och toleranser,Teknik och tillverkning,30,15,15,2024,,,3,True
MYH 2024/1358,2024,True,Medieinstitutet i Sverige AB,Hållbarhetskommunikation,Journalistik och information,30,50,50,2024,Stockholm,Stockholm,1,False
MYH 2024/1359,2024,False,Karlskoga kommun,Effektiv och hållbar produktion - för industriarbetare ,Teknik och tillverkning,40,0,0,2024,Örebro,Karlskoga,1,False
MYH 2024/1360,2024,True,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,React,Data/IT,25,35,70,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1360,2024,True,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,React,Data/IT,25,35,70,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1361,2024,True,Campus Nyköping,Bygghandlingsprojektering för arkitekter,Samhällsbyggnad och byggteknik,25,50,50,2024,Södermanland,Nyköping,1,False
MYH 2024/1362,2024,False,Lidköpings kommun Campus Lidköping,Digital mätning och analys av kommunikationsinsatser,Journalistik och information,30,0,0,2024,Västra Götaland,Lidköping,1,False
MYH 2024/1363,2024,False,Yrkeshögskola Campus Mölndal,Projektmetodik inom offentlig verksamhet.,"Ekonomi, administration och försäljning",40,0,0,2024,Västra Götaland,Mölndal,1,False
MYH 2024/1364,2024,True,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Funktionsnedsättningar och hälsa,Hälso- och sjukvård samt socialt arbete,40,40,80,2024,Skåne,Simrishamn,1,False
MYH 2024/1364,2024,True,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Funktionsnedsättningar och hälsa,Hälso- och sjukvård samt socialt arbete,40,40,80,2025,Skåne,Simrishamn,1,False
MYH 2024/1365,2024,True,Sociala Tjänstehundar i Sverige AB/Svenska Terapihundskolan,Hundunderstödd pedagogik,"Lantbruk, djurvård, trädgård, skog och fiske",80,20,40,2024,Västmanland,Strömsholm,1,False
MYH 2024/1365,2024,True,Sociala Tjänstehundar i Sverige AB/Svenska Terapihundskolan,Hundunderstödd pedagogik,"Lantbruk, djurvård, trädgård, skog och fiske",80,20,40,2025,Västmanland,Strömsholm,1,False
MYH 2024/1366,2024,True,Sverigehälsan AB,Samsjuklighet med beroende och psykiatriska tillstånd,Hälso- och sjukvård samt socialt arbete,45,40,80,2024,Skåne,Malmö,1,False
MYH 2024/1366,2024,True,Sverigehälsan AB,Samsjuklighet med beroende och psykiatriska tillstånd,Hälso- och sjukvård samt socialt arbete,45,40,80,2025,Skåne,Malmö,1,False
MYH 2024/1367,2024,False,"Göteborgs Stad, Yrgo",Intensivvård,Hälso- och sjukvård samt socialt arbete,40,0,0,2024,,,3,True
MYH 2024/1368,2024,True,Lernia Utbildning AB,"Automation, styrning och övervakning",Teknik och tillverkning,40,30,30,2024,,,3,True
MYH 2024/1369,2024,True,"Göteborgs Stad, Yrgo","3D-modellering i Blender, Grund",Teknik och tillverkning,20,20,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1369,2024,True,"Göteborgs Stad, Yrgo","3D-modellering i Blender, Grund",Teknik och tillverkning,20,20,40,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1370,2024,True,Medieinstitutet i Sverige AB,Digital analys - lär dig verktygen,"Ekonomi, administration och försäljning",60,80,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1371,2024,True,"Göteborgs Stad, Yrgo",Logistik och E-handelslösningar,"Ekonomi, administration och försäljning",30,22,22,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1372,2024,True,Campus Nyköping,Styr- och övervakningssystem för VVS,Samhällsbyggnad och byggteknik,30,25,25,2024,Södermanland,Nyköping,1,False
MYH 2024/1373,2024,False,Xenter Yrkeshögskola ,Solcellsanläggningar,Samhällsbyggnad och byggteknik,30,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1374,2024,True,Campus Nyköping,VVS-projektering med BIM i Revit,Samhällsbyggnad och byggteknik,30,40,40,2024,Södermanland,Nyköping,1,False
MYH 2024/1375,2024,True,Campus Nyköping,Elprojektering med BIM i Revit,Samhällsbyggnad och byggteknik,30,40,40,2024,Södermanland,Nyköping,1,False
MYH 2024/1376,2024,True,Sverigehälsan AB,Socialt förändringsarbete med unga i kriminalitet och utanförskap,Hälso- och sjukvård samt socialt arbete,35,40,80,2024,Skåne,Malmö,1,False
MYH 2024/1376,2024,True,Sverigehälsan AB,Socialt förändringsarbete med unga i kriminalitet och utanförskap,Hälso- och sjukvård samt socialt arbete,35,40,80,2025,Skåne,Malmö,1,False
MYH 2024/1377,2024,False,Lidköpings kommun Campus Lidköping,Tillsyn och kontroll,Samhällsbyggnad och byggteknik,30,0,0,2024,Västra Götaland,Lidköping,1,False
MYH 2024/1378,2024,False,Mölk Utbildning AB,Spelutveckling,Data/IT,80,0,0,2024,Östergötland,Linköping,1,False
MYH 2024/1379,2024,True,"Skövde kommun, Skövde Yrkeshögskola",Palliativ vård och omsorg,Hälso- och sjukvård samt socialt arbete,50,30,60,2024,Västra Götaland,Skövde,1,False
MYH 2024/1379,2024,True,"Skövde kommun, Skövde Yrkeshögskola",Palliativ vård och omsorg,Hälso- och sjukvård samt socialt arbete,50,30,60,2025,Västra Götaland,Skövde,1,False
MYH 2024/1380,2024,False,Xenter Yrkeshögskola ,Fördjupning CAD för elkonstruktör,Teknik och tillverkning,30,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1381,2024,False,"Skövde kommun, Skövde Yrkeshögskola",Bemötande och stöd till personer med demenssjukdom/ kognitiv sjukdom,Hälso- och sjukvård samt socialt arbete,60,0,0,2024,Västra Götaland,Skövde,1,False
MYH 2024/1382,2024,False,Lernia Utbildning AB,Metodförbättringar i tillverkningsindustrin,Teknik och tillverkning,40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1383,2024,False,Edugrade AB,Frontendutveckling i React,Data/IT,30,0,0,2024,Västernorrland,Sundsvall,1,False
MYH 2024/1385,2024,True,Edugrade AB,Etisk Hacking och Penetrationstestning,Data/IT,30,25,50,2024,Gävleborg,Hudiksvall,1,False
MYH 2024/1385,2024,True,Edugrade AB,Etisk Hacking och Penetrationstestning,Data/IT,30,25,50,2025,Gävleborg,Hudiksvall,1,False
MYH 2024/1386,2024,False,Edugrade AB,Generell kurs inom IT-säkerhet,Data/IT,30,0,0,2024,Gävleborg,Gävle,1,False
MYH 2024/1387,2024,False,Edugrade AB,DevSecOps,Data/IT,30,0,0,2024,Gävleborg,Gävle,1,False
MYH 2024/1388,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Anpassningar i skolan,Pedagogik och undervisning,50,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1389,2024,False,Lernia Utbildning AB,LEAN för industriell tillverkning,Teknik och tillverkning,50,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1390,2024,True,Sverigehälsan AB,Funktionsnedsättningar med särskild inriktning på kommunikationsstödjande verktyg,Hälso- och sjukvård samt socialt arbete,50,40,80,2024,Skåne,Malmö,1,False
MYH 2024/1390,2024,True,Sverigehälsan AB,Funktionsnedsättningar med särskild inriktning på kommunikationsstödjande verktyg,Hälso- och sjukvård samt socialt arbete,50,40,80,2025,Skåne,Malmö,1,False
MYH 2024/1391,2024,False,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Systemförvaltning för lönekonsulter,"Ekonomi, administration och försäljning",55,0,0,2024,Västmanland,Västerås,1,False
MYH 2024/1392,2024,False,"Folktandvården Västra Götalandsregionen, Tandsköterskeutbildningen",Pedagogik för tandsköterskor,Pedagogik och undervisning,20,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1393,2024,False,Amsac AB,"Relining, klimatsmart och resurseffektiv teknik för rörreparationer",Samhällsbyggnad och byggteknik,80,0,0,2024,,,3,True
MYH 2024/1394,2024,True,Båstads kommun Akademi Båstad,Digital omställning mot Agenda 2030,"Ekonomi, administration och försäljning",30,30,30,2024,Skåne,Båstad,1,False
MYH 2024/1395,2024,False,Plushögskolan AB - Teknikhögskolan,Elteknik belysning och trafik,Teknik och tillverkning,50,0,0,2024,,,2,True
MYH 2024/1396,2024,False,Plushögskolan AB - Teknikhögskolan,Elteknik lågspänning,Teknik och tillverkning,50,0,0,2024,,,2,True
MYH 2024/1397,2024,False,NBI i Sverige AB ,Hållbar Logistik och Transportoptimering,"Ekonomi, administration och försäljning",50,0,0,2024,Skåne,Helsingborg,1,False
MYH 2024/1398,2024,True,Östsvenska Yrkeshögskolan AB,Hållbara transporter,"Ekonomi, administration och försäljning",45,20,40,2024,Östergötland,Norrköping,1,False
MYH 2024/1398,2024,True,Östsvenska Yrkeshögskolan AB,Hållbara transporter,"Ekonomi, administration och försäljning",45,20,40,2025,Östergötland,Norrköping,1,False
MYH 2024/1399,2024,False,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,Blender,Teknik och tillverkning,30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1400,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",E-hälsa och informationssäkerhet för vårdadministrativ personal. ,"Ekonomi, administration och försäljning",20,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1401,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Hållbara upphandlingar och inköp,"Ekonomi, administration och försäljning",30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1402,2024,False,"Vilhelmina kommun, Vilhelmina Lärcentrum",Digital affärsutveckling för små företag,"Ekonomi, administration och försäljning",45,0,0,2024,Västerbotten,Vilhelmina,1,False
MYH 2024/1403,2024,True,Östsvenska Yrkeshögskolan AB,Sakkunnig inom tull,"Ekonomi, administration och försäljning",50,20,40,2024,Östergötland,Norrköping,1,False
MYH 2024/1403,2024,True,Östsvenska Yrkeshögskolan AB,Sakkunnig inom tull,"Ekonomi, administration och försäljning",50,20,40,2025,Östergötland,Norrköping,1,False
MYH 2024/1404,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Hållbarhet och grön omställning inom film- och tv-produktion,"Kultur, media och design",15,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1405,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Juridik inom hälso-och sjukvård för vårdadministrativ personal,"Ekonomi, administration och försäljning",20,30,60,2024,Stockholm,Stockholm,1,False
MYH 2024/1405,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Juridik inom hälso-och sjukvård för vårdadministrativ personal,"Ekonomi, administration och försäljning",20,30,60,2025,Stockholm,Stockholm,1,False
MYH 2024/1406,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Informationssäkerhet för IT-personal,Data/IT,20,35,35,2024,,,2,True
MYH 2024/1407,2024,True,Lidköpings kommun Campus Lidköping,Automationssystem,Teknik och tillverkning,50,20,40,2024,Västra Götaland,Lidköping,1,False
MYH 2024/1407,2024,True,Lidköpings kommun Campus Lidköping,Automationssystem,Teknik och tillverkning,50,20,40,2025,Västra Götaland,Lidköping,1,False
MYH 2024/1408,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Kvalitetssystem inom Life Science,Teknik och tillverkning,25,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1409,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Testautomation och AI inom IT-test ,Data/IT,25,30,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1410,2024,True,"Göteborgs Stad, Yrgo",Mikrobiologi och vårdhygien,Hälso- och sjukvård samt socialt arbete,30,20,20,2024,,,3,True
MYH 2024/1411,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Beteendebaserad säkerhet inom bygg- och installatörsbranschen,Säkerhetstjänster,20,30,60,2024,Stockholm,Stockholm,1,False
MYH 2024/1411,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Beteendebaserad säkerhet inom bygg- och installatörsbranschen,Säkerhetstjänster,20,30,60,2025,Stockholm,Stockholm,1,False
MYH 2024/1412,2024,True,Gunnebo Slott och Trädgårdar AB,"Ängar - skötsel, anläggning och restaurering","Lantbruk, djurvård, trädgård, skog och fiske",40,25,25,2025,Västra Götaland,Mölndal,1,False
MYH 2024/1413,2024,False,Lernia Utbildning AB,Containerteknik Kubernetes,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1414,2024,False,Lernia Utbildning AB,Linux systemadministration,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1415,2024,False,Finska folkhögskolans stiftelse,Barn och ungas delaktighet i psykosocialt arbete - fokus på utsatta områden,Hälso- och sjukvård samt socialt arbete,25,0,0,2024,Västra Götaland,Angered,1,False
MYH 2024/1416,2024,False,"Göteborgs Stad, Yrgo","3D-modellering i Blender, Fortsättning",Teknik och tillverkning,20,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1417,2024,True,Medieinstitutet i Sverige AB,TypeScript,Data/IT,25,30,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1418,2024,False,Almost There AB,Cirkulära mötesplatser som affärs- och verksamhetsutveckling,"Ekonomi, administration och försäljning",45,0,0,2024,,,5,True
MYH 2024/1419,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Arbetsmiljö i besöksnäringen,Säkerhetstjänster,15,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1420,2024,True,Nätverkstan Kultur AB,Community Organising för hållbar utveckling,"Ekonomi, administration och försäljning",30,35,35,2024,Västra Götaland,Göteborg,1,False
