Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Utbildningsnamn,Utbildningsområde,YH-poäng,Beviljade platser,Beviljade platser totalt,Start,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2024/1557,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Design för en cirkulär textilbransch,"Kultur, media och design",90,20,40,2025,Västra Götaland,Borås,1,False
MYH 2024/1558,2024,False,ABF Göteborg Vuxenutbildning AB,Generativ AI som ett verktyg i undervisningen,Pedagogik och undervisning,10,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1559,2024,False,ABF Göteborg Vuxenutbildning AB,"Generativ AI-teknik: historia, nutid och framtid i pedagogiska sammanhang ",Pedagogik och undervisning,10,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1560,2024,True,ABF Göteborg Vuxenutbildning AB,Naturvetenskap och teknik i förskolan,Pedagogik och undervisning,40,28,28,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1561,2024,False,ABF Göteborg Vuxenutbildning AB,Tillämpning av generativ AI i pedagogisk planering,Pedagogik och undervisning,10,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1562,2024,False,Step by Step Competence AB,Python Programmering: Från grundläggande till avancerad,Data/IT,50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1563,2024,False,Step by Step Competence AB,Avancerad Python: Applikationsutveckling inom fordonsindustrin,Data/IT,50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1564,2024,True,Göteborgs Tekniska College AB,Charging El- och hybridfordon,Teknik och tillverkning,25,20,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1564,2024,True,Göteborgs Tekniska College AB,Charging El- och hybridfordon,Teknik och tillverkning,25,20,40,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1565,2024,True,Step by Step Competence AB,Avancerad Python: Dataanalys och maskininlärning,Data/IT,50,35,35,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1566,2024,True,Chas Academy AB,Praktisk IT-säkerhet för användare ,Data/IT,35,50,50,2024,Stockholm,Globen,1,False
MYH 2024/1567,2024,True,Idéutvecklarna AB,Hållbarhet inom besöksnäringen,"Hotell, restaurang och turism",30,30,60,2024,,,2,True
MYH 2024/1567,2024,True,Idéutvecklarna AB,Hållbarhet inom besöksnäringen,"Hotell, restaurang och turism",30,30,60,2025,,,2,True
MYH 2024/1568,2024,True,Sveriges Yrkeshögskola AB - Göteborg Yrkeshögskola,Datatransformering med AI-stöd,Data/IT,70,35,35,2024,,,2,True
MYH 2024/1569,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Maskininlärning On-Premise och On-Device,Data/IT,70,70,105,2024,Skåne,Malmö,1,False
MYH 2024/1569,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Maskininlärning On-Premise och On-Device,Data/IT,70,35,105,2025,Skåne,Malmö,1,False
MYH 2024/1570,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Modern programutveckling med AI-stöd,Data/IT,80,35,35,2024,Skåne,Malmö,1,False
MYH 2024/1571,2024,True,Stockholm School of Business,Employer Branding,"Ekonomi, administration och försäljning",40,50,50,2024,Stockholm,Stockholm,1,False
MYH 2024/1572,2024,False,Stockholms Tillskärarakademi ,Hantverksteknik - inriktning herrskrädderi,Teknik och tillverkning,95,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1573,2024,True,John Ericsson Institutet,Klimatsäkra fastigheter,Samhällsbyggnad och byggteknik,40,40,40,2024,Skåne,Malmö,1,False
MYH 2024/1574,2024,False,Idéutvecklarna AB,Evenemangssäkerhet,Säkerhetstjänster,25,0,0,2024,Örebro,Örebro,1,False
MYH 2024/1575,2024,False,Stiftelsen PROTEKO - Nordiska Textilakademin,Hållbarhetsutvecklare inom textil/mode,"Ekonomi, administration och försäljning",90,0,0,2024,Västra Götaland,Borås,1,False
MYH 2024/1576,2024,True,Idéutvecklarna AB,Digitala Event & Möten,"Hotell, restaurang och turism",25,30,60,2024,Örebro,Örebro,1,False
MYH 2024/1576,2024,True,Idéutvecklarna AB,Digitala Event & Möten,"Hotell, restaurang och turism",25,30,60,2025,Örebro,Örebro,1,False
MYH 2024/1577,2024,True,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,"UX, digital tillgänglighet och AI",Data/IT,80,35,35,2024,Skåne,Malmö,1,False
MYH 2024/1578,2024,True,Göteborgs Tekniska College AB,Energy Storage El- och hybridfordon,Teknik och tillverkning,25,20,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1578,2024,True,Göteborgs Tekniska College AB,Energy Storage El- och hybridfordon,Teknik och tillverkning,25,20,40,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1579,2024,False,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Digital tillgänglighet,Data/IT,80,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1580,2024,False,AVT AB,Rökgasrening inom Kraft & Värme,Teknik och tillverkning,30,0,0,2024,,,4,True
MYH 2024/1581,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Pedagogik och handledning inom hälso- och sjukvård,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1582,2024,True,AVT AB,Felsökning inom Kraft & Värme,Teknik och tillverkning,25,30,60,2024,,,4,True
MYH 2024/1582,2024,True,AVT AB,Felsökning inom Kraft & Värme,Teknik och tillverkning,25,30,60,2025,,,4,True
MYH 2024/1583,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Hållbarhetsredovisning,"Ekonomi, administration och försäljning",20,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1584,2024,True,XeDrix AB,Polymerer och gummi,Teknik och tillverkning,60,70,140,2024,Kronoberg,Växjö,1,False
MYH 2024/1584,2024,True,XeDrix AB,Polymerer och gummi,Teknik och tillverkning,60,70,140,2025,Kronoberg,Växjö,1,False
MYH 2024/1585,2024,False,AVT AB,Internationell Handel,"Ekonomi, administration och försäljning",25,0,0,2024,,,2,True
MYH 2024/1586,2024,False,EdUP Group AB,Tillgänglighetskrav för Offentliga Webbplatser och Mobila Applikationer,Data/IT,40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1587,2024,False,EdUP Group AB,AI för offentlig sektor,Data/IT,50,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1588,2024,False,Technigo AB,Practical AI: Tools for Workplace Efficiency,Data/IT,30,0,0,2024,,,5,True
MYH 2024/1589,2024,False,AVT AB,Produktionsplanerare för industrin,Teknik och tillverkning,80,0,0,2024,Södermanland,Eskilstuna,1,False
MYH 2024/1590,2024,False,Technigo AB,Digital marknadsföring för tillväxt,"Ekonomi, administration och försäljning",30,0,0,2024,,,4,True
MYH 2024/1591,2024,True,Technigo AB,Digitalisering och innovation,"Ekonomi, administration och försäljning",30,80,80,2024,,,3,True
MYH 2024/1592,2024,False,Technigo AB,Web Development with JavaScript and React,Data/IT,85,0,0,2024,,,3,True
MYH 2024/1593,2024,False,Kulturama,"Säkerhet och arbetsmiljö för ljud-, ljus- och scentekniker",Teknik och tillverkning,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1594,2024,False,Stockholm School of Business,Digital transformation för redovisningskonsulter,"Ekonomi, administration och försäljning",40,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1595,2024,False,Technigo AB,Inclusive User Interface Design,Data/IT,40,0,0,2024,,,2,True
MYH 2024/1596,2024,False,Borås Stad - Yrkeshögskolan i Borås,Webbanalys,"Ekonomi, administration och försäljning",35,0,0,2024,Västra Götaland,Borås,1,False
MYH 2024/1597,2024,True,Blue Peak AB,Lön & HR,"Ekonomi, administration och försäljning",20,80,120,2024,Örebro,Örebro,1,False
MYH 2024/1597,2024,True,Blue Peak AB,Lön & HR,"Ekonomi, administration och försäljning",20,40,120,2025,Örebro,Örebro,1,False
MYH 2024/1598,2024,True,Blue Peak AB,Bokslut & Deklarationer,"Ekonomi, administration och försäljning",20,80,120,2024,Örebro,Örebro,1,False
MYH 2024/1598,2024,True,Blue Peak AB,Bokslut & Deklarationer,"Ekonomi, administration och försäljning",20,40,120,2025,Örebro,Örebro,1,False
MYH 2024/1599,2024,True,Blue Peak AB,Koncernredovisning,"Ekonomi, administration och försäljning",20,60,90,2024,Örebro,Örebro,1,False
MYH 2024/1599,2024,True,Blue Peak AB,Koncernredovisning,"Ekonomi, administration och försäljning",20,30,90,2025,Örebro,Örebro,1,False
MYH 2024/160,2024,True,Hermods AB Örebro,Injustering ventilation,Teknik och tillverkning,40,30,60,2024,Örebro,Örebro,1,False
MYH 2024/160,2024,True,Hermods AB Örebro,Injustering ventilation,Teknik och tillverkning,40,30,60,2025,Örebro,Örebro,1,False
MYH 2024/1600,2024,True,Blue Peak AB,Kommunikation & Rådgivning,"Ekonomi, administration och försäljning",20,40,80,2024,Örebro,Örebro,1,False
MYH 2024/1600,2024,True,Blue Peak AB,Kommunikation & Rådgivning,"Ekonomi, administration och försäljning",20,40,80,2025,Örebro,Örebro,1,False
MYH 2024/1601,2024,False,Blue Peak AB,Fastighetsekonomi & BRF,"Ekonomi, administration och försäljning",30,0,0,2024,Örebro,Örebro,1,False
MYH 2024/1602,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Engelska för ekonomer,Pedagogik och undervisning,15,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1603,2024,False,Stockholm School of Business,Cirkularitet - Cirkulär ekonomi,"Ekonomi, administration och försäljning",40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1604,2024,True,Stockholm School of Business,Hållbarhetsredovisning för redovisningskonsulter,"Ekonomi, administration och försäljning",40,45,45,2024,Skåne,Malmö,1,False
MYH 2024/1605,2024,False,Medieinstitutet i Sverige AB,Prompt Engineering,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1606,2024,False,Göteborgs Tekniska College AB,Effektiv och hållbar produktionsutveckling för automatiserad industri,Teknik och tillverkning,90,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1607,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Grön rehabilitering,"Lantbruk, djurvård, trädgård, skog och fiske",25,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1608,2024,False,"Nässjö kommun, Nässjöakademin",Järnvägsingenjör signal,Teknik och tillverkning,65,0,0,2024,Jönköping,Nässjö,1,False
MYH 2024/1609,2024,True,Nätverkstan Kultur AB,Samverkan i socialt hållbar kultur- och samhällsutveckling ,"Kultur, media och design",30,35,35,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1610,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Nära vård – grunderna,Hälso- och sjukvård samt socialt arbete,25,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1611,2024,False,Technigo AB,UX Design for Impact,Data/IT,80,0,0,2024,,,4,True
MYH 2024/1612,2024,False,"Nässjö kommun, Nässjöakademin",Järnvägsingenjör el,Teknik och tillverkning,65,0,0,2024,Jönköping,Nässjö,1,False
MYH 2024/1613,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Nära vård – samordning,Hälso- och sjukvård samt socialt arbete,99,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1614,2024,False,Eriksmåla Ridklubb,Hästskötarutbildning med högre ridkunskap,"Lantbruk, djurvård, trädgård, skog och fiske",80,0,0,2024,Kalmar,Broakulla,1,False
MYH 2024/1615,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Rehabilitering och hälsa,Hälso- och sjukvård samt socialt arbete,99,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1616,2024,False,"Nässjö kommun, Nässjöakademin",Entreprenadingenjör järnväg,Samhällsbyggnad och byggteknik,45,0,0,2024,Jönköping,Nässjö,1,False
MYH 2024/1617,2024,False,Almost There AB,Hållbar service och värdskap i en arktisk miljö,"Hotell, restaurang och turism",45,0,0,2024,Norrbotten,Boden,1,False
MYH 2024/1618,2024,False,Medborgarskolan i Stockholm - Påhlmans Handelsinstitut ,Generativ AI inom juridiken,Juridik,80,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1619,2024,True,Funka Academy AB,Digital tillgänglighet – inkluderande kommunikation och publicering,Journalistik och information,40,80,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1620,2024,False,TCC Sverige AB,Projektledning inom Järnvägssektorn,"Ekonomi, administration och försäljning",50,0,0,2024,Västerbotten,Umeå,1,False
MYH 2024/1621,2024,True,Medborgarskolan i Stockholm - Påhlmans Handelsinstitut ,Hållbarhetsredovisning för ekonomer,"Ekonomi, administration och försäljning",80,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1622,2024,True,Funka Academy AB,Digital tillgänglighet – tillgänglighetssäkring av dokument,Journalistik och information,40,60,60,2024,Stockholm,Stockholm,1,False
MYH 2024/1623,2024,False,Nercia Utbildning,Lymfterapeut ,Hälso- och sjukvård samt socialt arbete,50,0,0,2024,Västmanland,Västerås,1,False
MYH 2024/1624,2024,False,Medborgarskolan i Stockholm - Påhlmans Handelsinstitut ,Strategisk innovationsledning med inriktning digitalisering ,"Ekonomi, administration och försäljning",95,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1625,2024,False,Stockholm School of Business,"Klimatpåverkan - Lagstiftning, standarder och beräkningar","Ekonomi, administration och försäljning",30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1626,2024,True,XeDrix AB,Beräkning och hållfasthet inom konstruktion med CAD-stöd,Teknik och tillverkning,50,35,35,2024,Kronoberg,Växjö,1,False
MYH 2024/1627,2024,True,Fordonsakademin Sverige AB,Hållbar processutveckling - Skadeverkstad,"Ekonomi, administration och försäljning",45,15,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1627,2024,True,Fordonsakademin Sverige AB,Hållbar processutveckling - Skadeverkstad,"Ekonomi, administration och försäljning",45,15,30,2025,Stockholm,Stockholm,1,False
MYH 2024/1628,2024,False,Technigo AB,UX Research,Data/IT,30,0,0,2024,,,3,True
MYH 2024/1629,2024,True,Medieinstitutet i Sverige AB,Artificiell Intelligens/Maskininlärning - Databaser och Pythonprogrammering,Data/IT,75,30,60,2024,Skåne,Malmö,1,False
MYH 2024/1629,2024,True,Medieinstitutet i Sverige AB,Artificiell Intelligens/Maskininlärning - Databaser och Pythonprogrammering,Data/IT,75,30,60,2025,Skåne,Malmö,1,False
MYH 2024/1630,2024,False,Technigo AB,Breaking Into Tech,"Ekonomi, administration och försäljning",30,0,0,2024,,,5,True
MYH 2024/1631,2024,True,Stockholm School of Business,Digital Marketing,"Ekonomi, administration och försäljning",30,80,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1632,2024,False,Ai Högskolan Sverige AB,Projektledning med AI ,Data/IT,55,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1633,2024,False,Ai Högskolan Sverige AB,Maskininlärning inom IT säkerhet ,Data/IT,55,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1634,2024,False,Ai Högskolan Sverige AB,Machine Learning och AI ,Data/IT,55,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1635,2024,False,Ai Högskolan Sverige AB,Pythonprogrammering med AI för utvecklare ,Data/IT,55,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1636,2024,False,Ai Högskolan Sverige AB,UX och Interaktionsdesign med inriktning AI ,Data/IT,50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1637,2024,False,Technigo AB,TypeScript,Data/IT,30,0,0,2024,,,3,True
MYH 2024/1638,2024,False,Båstads kommun Akademi Båstad,Hållbar utemiljö,"Lantbruk, djurvård, trädgård, skog och fiske",95,0,0,2024,Skåne,Båstad,1,False
MYH 2024/1639,2024,False,Stockholms Trafiklärarutbildning,Utbildningsledare vid Trafikskola,Pedagogik och undervisning,99,0,0,2024,Stockholm,Skärholmen,1,False
MYH 2024/1640,2024,True,ALEA Kompetenshöjning AB,Avancerad klimatberäkning i byggprocessen,Samhällsbyggnad och byggteknik,60,10,10,2024,Uppsala,Uppsala,1,False
MYH 2024/1641,2024,False,Svenska Trädmästarna AB,Trädklättring för arborister,"Lantbruk, djurvård, trädgård, skog och fiske",40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1642,2024,True,ALEA Kompetenshöjning AB,Grön budgetering - Klimatdeklarationens ekonomi,"Ekonomi, administration och försäljning",60,20,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1642,2024,True,ALEA Kompetenshöjning AB,Grön budgetering - Klimatdeklarationens ekonomi,"Ekonomi, administration och försäljning",60,20,40,2025,Stockholm,Stockholm,1,False
MYH 2024/1643,2024,False,Equine Academy Sweden AB,Akutvård av häst,"Lantbruk, djurvård, trädgård, skog och fiske",50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1644,2024,False,Equine Academy Sweden AB,Hållbar häst och ridning,"Lantbruk, djurvård, trädgård, skog och fiske",50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1645,2024,False,Equine Academy Sweden AB,Kinesiotejp för häst och ryttare,"Lantbruk, djurvård, trädgård, skog och fiske",50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1646,2024,False,Equine Academy Sweden AB,Sadelanpassning,"Lantbruk, djurvård, trädgård, skog och fiske",50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1647,2024,False,Equine Academy Sweden AB,Tappskoskurs,"Lantbruk, djurvård, trädgård, skog och fiske",50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1648,2024,True,ALEA Kompetenshöjning AB,Solcellsinstallation: Lagar och Regler,Samhällsbyggnad och byggteknik,50,10,10,2024,Stockholm,Stockholm,1,False
MYH 2024/1649,2024,False,Almost There AB,Hållbar guidning i en arktisk miljö,"Hotell, restaurang och turism",75,0,0,2024,Norrbotten,Boden,1,False
MYH 2024/1650,2024,False,Equine Academy Sweden AB,Para Instruktör,"Lantbruk, djurvård, trädgård, skog och fiske",50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1651,2024,False,Angered folkhögskola,Projektledare för cirkulärt byggande och återbruk samt handledare för självbyggare av småhus(tinyhouse),Samhällsbyggnad och byggteknik,50,0,0,2024,,,2,True
MYH 2024/1652,2024,False,XeDrix AB,Hybrid IT-projektledning,"Ekonomi, administration och försäljning",60,0,0,2024,Kronoberg,Växjö,1,False
MYH 2024/1653,2024,False,Nava Group AB,Projektör/installatör energieffektiv belysning,Samhällsbyggnad och byggteknik,60,0,0,2024,,,2,True
MYH 2024/1654,2024,False,Nava Group AB,Projektör/installatör fastighetsinstallationer,Samhällsbyggnad och byggteknik,70,0,0,2024,,,2,True
MYH 2024/1655,2024,False,WeWon Media Group AB,"Arbetsmiljö, hållbarhet och säkerhet inom film och TV",Säkerhetstjänster,50,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1656,2024,False,Ai Högskolan Sverige AB,Testautomatisering,Data/IT,40,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1657,2024,False,WeWon Media Group AB,"Budgetering, Genomförande och Uppföljning inom Film- & Dramaproduktion ","Ekonomi, administration och försäljning",50,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1658,2024,False,WeWon Media Group AB,"Budgetering, Genomförande och Uppföljning inom TV-produktion","Ekonomi, administration och försäljning",50,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1659,2024,False,WeWon Media Group AB,Kompetensöverföring mellan kulturområden,"Ekonomi, administration och försäljning",25,0,0,2024,Skåne,Malmö,1,False
MYH 2024/166,2024,False,Hermods AB Örebro,Elauktorisation B - teoretisk,Teknik och tillverkning,40,0,0,2024,Örebro,Örebro,1,False
MYH 2024/1660,2024,False,WeWon Media Group AB,Ledarskap inom kultur och media,"Ekonomi, administration och försäljning",50,0,0,2024,Skåne,Malmö,1,False
MYH 2024/209,2024,True,Hermods AB Örebro,Pythonprogrammering,Data/IT,65,30,60,2024,Örebro,Örebro,1,False
MYH 2024/209,2024,True,Hermods AB Örebro,Pythonprogrammering,Data/IT,65,30,60,2025,Örebro,Örebro,1,False
MYH 2024/258,2024,False,Solarspect Sverige ab,Hospitality och Service,"Hotell, restaurang och turism",90,0,0,2024,Västra Götaland,Kungälv,1,False
MYH 2024/259,2024,False,Solarspect Sverige ab,Hållbar Solenergi,Samhällsbyggnad och byggteknik,95,0,0,2024,Västra Götaland,Kungälv,1,False
MYH 2024/295,2024,False,Hermods AB Stockholm,Secure Software Development,Data/IT,60,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/300,2024,False,Hermods AB Malmö,Automatiserad lageroptimering,Teknik och tillverkning,50,0,0,2024,,,2,True
MYH 2024/303,2024,True,Hermods AB Umeå,Automatiserad lageroptimering,Teknik och tillverkning,50,30,30,2024,Västerbotten,Umeå,1,False
MYH 2024/304,2024,False,Hermods AB Göteborg,Hållbar prospektering ,"Ekonomi, administration och försäljning",40,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/306,2024,False,Hermods AB Helsingborg,Import- och exportförtullning,"Ekonomi, administration och försäljning",65,0,0,2024,Skåne,Helsingborg,1,False
MYH 2024/307,2024,False,Hermods AB Helsingborg,Kalkylator inom måleri,Samhällsbyggnad och byggteknik,65,0,0,2024,Skåne,Helsingborg,1,False
MYH 2024/308,2024,False,Hermods AB Malmö,Promptkonstruktion,Data/IT,40,0,0,2024,Skåne,Malmö,1,False
MYH 2024/309,2024,False,Hermods AB Östersund,Digitalisering och systemkunskap - hållbar redovisningsekonomi,"Ekonomi, administration och försäljning",30,0,0,2024,Jämtland,Östersund,1,False
MYH 2024/310,2024,False,Hermods AB Östersund,Energioptimering ,Samhällsbyggnad och byggteknik,60,0,0,2024,Jämtland,Östersund,1,False
MYH 2024/311,2024,False,Hermods AB Karlskrona,Energioptimering fastighet,Samhällsbyggnad och byggteknik,60,0,0,2024,Blekinge,Karlskrona,1,False
MYH 2024/312,2024,False,Hermods AB Örebro,Energioptimering fastighet,Samhällsbyggnad och byggteknik,60,0,0,2024,Örebro,Örebro,1,False
MYH 2024/317,2024,True,Hermods AB Karlskrona,Välfärdsteknik ,Hälso- och sjukvård samt socialt arbete,30,30,30,2024,Blekinge,Karlskrona,1,False
MYH 2024/358,2024,True,Hermods AB Stockholm,Fördjupad byggledning med inriktning mark och anläggning,Samhällsbyggnad och byggteknik,60,30,60,2024,Stockholm,Stockholm,1,False
MYH 2024/358,2024,True,Hermods AB Stockholm,Fördjupad byggledning med inriktning mark och anläggning,Samhällsbyggnad och byggteknik,60,30,60,2025,Stockholm,Stockholm,1,False
MYH 2024/359,2024,False,Hermods AB Umeå,Medicinsk fördjupning och patofysologi,Hälso- och sjukvård samt socialt arbete,40,0,0,2024,,,2,True
MYH 2024/370,2024,False,YH Akademin(Marknad),Optimizing for TikTok and beyond,"Ekonomi, administration och försäljning",25,0,0,2024,,,2,True
MYH 2024/371,2024,True,YH Akademin AB,Kvalitetsledning och Livsmedelssäkerhet i produktion,Teknik och tillverkning,30,30,60,2024,Stockholm,Jordbro,1,False
MYH 2024/371,2024,True,YH Akademin AB,Kvalitetsledning och Livsmedelssäkerhet i produktion,Teknik och tillverkning,30,30,60,2025,Stockholm,Jordbro,1,False
MYH 2024/384,2024,True,Hermods AB Östersund,"Samsjuklighet, missbruk och professionell samtalsmetodik",Hälso- och sjukvård samt socialt arbete,40,30,30,2024,,,2,True
MYH 2024/386,2024,False,Hermods AB Lund,PLC-programmering och HMI,Teknik och tillverkning,40,0,0,2024,Skåne,Lund,1,False
MYH 2024/410,2024,True,Hermods AB Umeå,PLC-programmering och HMI,Teknik och tillverkning,40,30,60,2024,Västerbotten,Umeå,1,False
MYH 2024/410,2024,True,Hermods AB Umeå,PLC-programmering och HMI,Teknik och tillverkning,40,30,60,2025,Västerbotten,Umeå,1,False
MYH 2024/411,2024,True,Hermods AB Göteborg,PLC-programmering och HMI,Teknik och tillverkning,40,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/412,2024,True,Hermods AB Stockholm,Cirkulärt byggande ,Samhällsbyggnad och byggteknik,40,30,30,2024,Stockholm,Stockholm,1,False
MYH 2024/413,2024,True,Hermods AB Stockholm,"Markbyggnad, anläggning och kalkylering - park och trädgård","Lantbruk, djurvård, trädgård, skog och fiske",30,30,30,2024,,,3,True
MYH 2024/414,2024,False,Hermods AB Stockholm,Mångfaldsinriktad naturvård ,"Lantbruk, djurvård, trädgård, skog och fiske",40,0,0,2024,Stockholm,Solna,1,False
MYH 2024/418,2024,True,Hermods AB Stockholm,Specialiserad växtkompetens ,"Lantbruk, djurvård, trädgård, skog och fiske",30,30,30,2024,Stockholm,Solna,1,False
MYH 2024/462,2024,True,Hermods AB Göteborg,Klimatberäkningar mot klimatdeklaration ,Samhällsbyggnad och byggteknik,40,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/474,2024,True,YH Akademin AB,Automation i livsmedelsbranschen,Teknik och tillverkning,40,30,60,2024,Stockholm,Jordbro,1,False
MYH 2024/474,2024,True,YH Akademin AB,Automation i livsmedelsbranschen,Teknik och tillverkning,40,30,60,2025,Stockholm,Jordbro,1,False
MYH 2024/513,2024,False,Hermods AB Göteborg,Funktionsnedsättning och pedagogik,Pedagogik och undervisning,40,0,0,2024,,,2,True
MYH 2024/514,2024,False,Hermods AB Karlskrona,Geriatriska sjukdomar och äldres psykiska hälsa,Hälso- och sjukvård samt socialt arbete,40,0,0,2024,Blekinge,Karlskrona,1,False
MYH 2024/521,2024,True,Hermods AB Karlskrona,Psykisk ohälsa ,Hälso- och sjukvård samt socialt arbete,45,30,60,2024,Blekinge,Karlskrona,1,False
MYH 2024/521,2024,True,Hermods AB Karlskrona,Psykisk ohälsa ,Hälso- och sjukvård samt socialt arbete,45,30,60,2025,Blekinge,Karlskrona,1,False
MYH 2024/531,2024,False,Hermods AB Karlskrona,Närståendestöd,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Blekinge,Karlskrona,1,False
MYH 2024/546,2024,True,YH Akademin AB,Cirkulärt återbruk inom samhällsbyggnad,Samhällsbyggnad och byggteknik,25,30,60,2024,Stockholm,Globen,1,False
MYH 2024/546,2024,True,YH Akademin AB,Cirkulärt återbruk inom samhällsbyggnad,Samhällsbyggnad och byggteknik,25,30,60,2025,Stockholm,Globen,1,False
MYH 2024/547,2024,True,YH Akademin AB,Hantering av miljötillståndsprocesser,"Ekonomi, administration och försäljning",30,40,80,2024,,,2,True
MYH 2024/547,2024,True,YH Akademin AB,Hantering av miljötillståndsprocesser,"Ekonomi, administration och försäljning",30,40,80,2025,,,2,True
MYH 2024/568,2024,True,Fastighetsakademin Sverige AB,Fastighetsautomation,Samhällsbyggnad och byggteknik,30,40,80,2024,Västra Götaland,Västra Frölunda,1,False
MYH 2024/568,2024,True,Fastighetsakademin Sverige AB,Fastighetsautomation,Samhällsbyggnad och byggteknik,30,40,80,2025,Västra Götaland,Västra Frölunda,1,False
MYH 2024/569,2024,True,Fastighetsakademin Sverige AB,Energioptimering och -effektivisering,Samhällsbyggnad och byggteknik,30,40,80,2024,Västra Götaland,Västra Frölunda,1,False
MYH 2024/569,2024,True,Fastighetsakademin Sverige AB,Energioptimering och -effektivisering,Samhällsbyggnad och byggteknik,30,40,80,2025,Västra Götaland,Västra Frölunda,1,False
MYH 2024/583,2024,True,Sälj & Marknadshögskolan i Sverige AB,Influencer marketing,"Ekonomi, administration och försäljning",35,40,80,2024,Västra Götaland,Göteborg,1,False
